site_no,station_nm,Latitude,Longitude,year,SSC_mgL
st_s002,st_s002,68.6937602052197,-131.64161998437,2017,143.134948484612
st_s002,st_s002,68.6937602052197,-131.64161998437,2019,137.388585053132
st_s002,st_s002,68.6937602052197,-131.64161998437,2021,159.559746081594
st_s002,st_s002,68.6937602052197,-131.64161998437,2022,150.905753950283
st_s002,st_s002,68.6937602052197,-131.64161998437,2023,126.820258525281
st_s002,st_s002,68.6937602052197,-131.64161998437,2007,42.1051914773677
st_s002,st_s002,68.6937602052197,-131.64161998437,2013,146.00263219546
st_s002,st_s002,68.6937602052197,-131.64161998437,2018,151.409552446336
st_s002,st_s002,68.6937602052197,-131.64161998437,2020,144.906925618474
st_s002,st_s002,68.6937602052197,-131.64161998437,2015,130.109035048147
st_s002,st_s002,68.6937602052197,-131.64161998437,2002,72.4450919515527
st_s002,st_s002,68.6937602052197,-131.64161998437,2003,37.5051744723725
st_s002,st_s002,68.6937602052197,-131.64161998437,2024,198.239320348166
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1985,7.62912723497193
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1986,22.7280616538425
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1988,10.7689893927078
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1989,12.318118452841
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1990,13.602145395547
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1991,12.9680682637482
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1994,7.03637624139966
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1998,7.69793323026016
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1999,18.8052840324614
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2004,116.948102333244
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2005,9.81011329536545
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2006,14.6235120055804
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2007,13.7411871991386
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2010,26.7074310237251
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1987,11.5015620487939
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1995,9.72678390777075
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,1996,18.5383429760528
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2008,10.4049904155866
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2009,15.7920236696454
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2011,10.7362878436782
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2003,7.70738215227263
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2001,16.5835612972501
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2002,19.1671963982614
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2016,145.678484083546
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2017,136.02314164541
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2019,60.0921554559137
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2020,70.2674790365201
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2021,36.4850863286553
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2022,93.8382066744422
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2023,57.2648838084945
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2000,8.93313417777317
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2012,17.9042733547248
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2013,28.0748957810859
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2014,42.3313831066019
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2015,42.8420979999272
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2018,52.643427828619
st_s002_ref,st_s002_ref,68.5406702051966,-131.947049984511,2024,50.5127550637198
st_s003,st_s003,68.3782602051642,-122.500239984592,1984,37.0906451546096
st_s003,st_s003,68.3782602051642,-122.500239984592,1985,17.8567966859994
st_s003,st_s003,68.3782602051642,-122.500239984592,1986,24.1780930197342
st_s003,st_s003,68.3782602051642,-122.500239984592,1987,17.4416184220479
st_s003,st_s003,68.3782602051642,-122.500239984592,1988,15.8108544796686
st_s003,st_s003,68.3782602051642,-122.500239984592,1989,24.402907197659
st_s003,st_s003,68.3782602051642,-122.500239984592,1990,44.8723324461054
st_s003,st_s003,68.3782602051642,-122.500239984592,1992,32.4861296427579
st_s003,st_s003,68.3782602051642,-122.500239984592,1996,16.5242550855604
st_s003,st_s003,68.3782602051642,-122.500239984592,1997,21.7601293841971
st_s003,st_s003,68.3782602051642,-122.500239984592,1998,18.0643349897076
st_s003,st_s003,68.3782602051642,-122.500239984592,1999,18.6975711470185
st_s003,st_s003,68.3782602051642,-122.500239984592,2003,9.00854285600214
st_s003,st_s003,68.3782602051642,-122.500239984592,2004,29.9939377445876
st_s003,st_s003,68.3782602051642,-122.500239984592,2006,12.6806619368995
st_s003,st_s003,68.3782602051642,-122.500239984592,2007,12.0025699042733
st_s003,st_s003,68.3782602051642,-122.500239984592,2009,16.1928192976907
st_s003,st_s003,68.3782602051642,-122.500239984592,2010,24.7540863948318
st_s003,st_s003,68.3782602051642,-122.500239984592,2011,11.1460189357632
st_s003,st_s003,68.3782602051642,-122.500239984592,1993,23.9818136347264
st_s003,st_s003,68.3782602051642,-122.500239984592,1994,25.4099256406665
st_s003,st_s003,68.3782602051642,-122.500239984592,2005,20.5911308831088
st_s003,st_s003,68.3782602051642,-122.500239984592,2008,31.9666153892774
st_s003,st_s003,68.3782602051642,-122.500239984592,1991,12.013739398531
st_s003,st_s003,68.3782602051642,-122.500239984592,1995,43.9151553645217
st_s003,st_s003,68.3782602051642,-122.500239984592,2022,34.6959878481132
st_s003,st_s003,68.3782602051642,-122.500239984592,2000,33.1877024980236
st_s003,st_s003,68.3782602051642,-122.500239984592,2012,25.4230687987388
st_s003,st_s003,68.3782602051642,-122.500239984592,2014,28.2541588632055
st_s003,st_s003,68.3782602051642,-122.500239984592,2020,59.1684037692681
st_s003,st_s003,68.3782602051642,-122.500239984592,2023,34.5707648971318
