site_no,station_nm,month,year,decade,Latitude,Longitude,sample_dt,num_pix,B1,B2,B3,B4,B6,cluster,SSC_mgL
st_s008_ref,st_s008_ref,7,2016,2015,63.5575502052326,-124.154949987235,2016-07-28,8,287,511,558,381,301,2,97.7114244844702
st_s008_ref,st_s008_ref,8,2016,2015,63.5575502052326,-124.154949987235,2016-08-13,5,226,421,490,326,299,2,173.53201846237
st_s008_ref,st_s008_ref,5,2017,2015,63.5575502052326,-124.154949987235,2017-05-12,39,503,770,969,1010,284,2,618.515256883796
st_s008_ref,st_s008_ref,5,2017,2015,63.5575502052326,-124.154949987235,2017-05-28,13,309,579,691,438,294,2,173.159964463309
st_s008_ref,st_s008_ref,7,2017,2015,63.5575502052326,-124.154949987235,2017-07-31,3,393,643,783,641,297,2,298.607734000583
st_s008_ref,st_s008_ref,5,2018,2015,63.5575502052326,-124.154949987235,2018-05-31,13,298,538,644,381,292,2,204.462709282799
st_s008_ref,st_s008_ref,6,2018,2015,63.5575502052326,-124.154949987235,2018-06-16,33,426,729,929,625,296,2,309.054731925119
st_s008_ref,st_s008_ref,8,2018,2015,63.5575502052326,-124.154949987235,2018-08-19,2,192,396,432,393,290,2,99.8868312232418
st_s008_ref,st_s008_ref,5,2019,2015,63.5575502052326,-124.154949987235,2019-05-18,4,313,600,762,650,289,2,355.856045576605
st_s008_ref,st_s008_ref,8,2020,2015,63.5575502052326,-124.154949987235,2020-08-24,2,221,469,524,442,290,2,133.820178407394
st_s008_ref,st_s008_ref,7,2021,2015,63.5575502052326,-124.154949987235,2021-07-10,2,319,695,680,997,297,2,105.673493317359
st_s008_ref,st_s008_ref,8,2021,2015,63.5575502052326,-124.154949987235,2021-08-11,16,420,725,809,602,290,2,183.130786882772
st_s008_ref,st_s008_ref,8,2021,2015,63.5575502052326,-124.154949987235,2021-08-27,9,237,390,475,334,293,2,240.0078156406
st_s008_ref,st_s008_ref,5,2022,2015,63.5575502052326,-124.154949987235,2022-05-10,5,194,531,713,570,278,2,271.737217406057
st_s008_ref,st_s008_ref,6,2022,2015,63.5575502052326,-124.154949987235,2022-06-27,10,202,380,448,283,297,2,156.450340770718
st_s008_ref,st_s008_ref,5,2023,2015,63.5575502052326,-124.154949987235,2023-05-13,2,371,667,885,644,293,2,426.485291501071
st_s008_ref,st_s008_ref,5,2024,2015,63.5575502052326,-124.154949987235,2024-05-31,4,458,802,1005,736,291,2,331.858979882836
st_s008_ref,st_s008_ref,5,2013,2010,63.5575502052326,-124.154949987235,2013-05-24,3,286,534,651,540,288,2,257.644426647279
st_s008_ref,st_s008_ref,6,2013,2010,63.5575502052326,-124.154949987235,2013-06-25,24,166,240,213,249,298,2,32.1822628784133
st_s008_ref,st_s008_ref,8,2013,2010,63.5575502052326,-124.154949987235,2013-08-12,2,359,578,639,594,303,2,158.911594172577
st_s008_ref,st_s008_ref,8,2013,2010,63.5575502052326,-124.154949987235,2013-08-28,27,231,492,603,346,285,2,154.757970711718
st_s008_ref,st_s008_ref,5,2014,2010,63.5575502052326,-124.154949987235,2014-05-27,5,558,876,1056,1296,288,2,647.033513674142
st_s008_ref,st_s008_ref,6,2014,2010,63.5575502052326,-124.154949987235,2014-06-28,9,287,506,559,466,300,2,174.716256055415
st_s008_ref,st_s008_ref,7,2014,2010,63.5575502052326,-124.154949987235,2014-07-14,7,292,504,525,532,302,2,119.725754086352
st_s008_ref,st_s008_ref,8,2014,2010,63.5575502052326,-124.154949987235,2014-08-15,14,194,392,502,344,297,2,236.511906011329
st_s008_ref,st_s008_ref,5,2015,2015,63.5575502052326,-124.154949987235,2015-05-14,2,98,374,427,497,281,2,58.1761757958474
st_s008_ref,st_s008_ref,8,2015,2015,63.5575502052326,-124.154949987235,2015-08-02,3,322,633,810,615,291,2,316.940355705774
st_s008_ref,st_s008_ref,9,2015,2015,63.5575502052326,-124.154949987235,2015-09-03,33,330,619,782,485,281,2,228.41258582694
st_s008_ref,st_s008_ref,6,2016,2015,63.5575502052326,-124.154949987235,2016-06-17,8,288,460,533,352,289,2,198.836676197166
st_s008_ref,st_s008_ref,8,2016,2015,63.5575502052326,-124.154949987235,2016-08-20,4,266,484,572,447,295,2,219.719858494988
st_s008_ref,st_s008_ref,9,2016,2015,63.5575502052326,-124.154949987235,2016-09-05,16,241,464,544,400,290,2,170.643277697097
st_s008_ref,st_s008_ref,5,2017,2015,63.5575502052326,-124.154949987235,2017-05-19,2,179,813,1108,952,285,2,99.1168292022592
st_s008_ref,st_s008_ref,6,2017,2015,63.5575502052326,-124.154949987235,2017-06-20,33,490,830,1021,851,294,2,344.034535743042
st_s008_ref,st_s008_ref,7,2017,2015,63.5575502052326,-124.154949987235,2017-07-06,3,522,899,1057,1339,295,2,541.454465388223
st_s008_ref,st_s008_ref,8,2017,2015,63.5575502052326,-124.154949987235,2017-08-07,8,229,437,511,325,298,2,196.428735517775
st_s008_ref,st_s008_ref,5,2018,2015,63.5575502052326,-124.154949987235,2018-05-06,5,501,1032,1294,1420,278,2,530.912972873015
st_s008_ref,st_s008_ref,6,2018,2015,63.5575502052326,-124.154949987235,2018-06-07,16,315,608,730,444,293,2,180.879091312938
st_s008_ref,st_s008_ref,7,2018,2015,63.5575502052326,-124.154949987235,2018-07-09,2,277,550,600,676,300,2,168.005418048942
st_s008_ref,st_s008_ref,7,2018,2015,63.5575502052326,-124.154949987235,2018-07-25,2,253,504,539,583,302,2,141.731423159279
st_s008_ref,st_s008_ref,5,2019,2015,63.5575502052326,-124.154949987235,2019-05-25,12,291,535,676,453,295,2,269.919897079157
st_s008_ref,st_s008_ref,6,2019,2015,63.5575502052326,-124.154949987235,2019-06-10,6,281,515,662,355,290,2,218.480825437831
st_s008_ref,st_s008_ref,5,2020,2015,63.5575502052326,-124.154949987235,2020-05-11,7,476,809,1009,1043,284,2,527.43405104194
st_s008_ref,st_s008_ref,6,2020,2015,63.5575502052326,-124.154949987235,2020-06-12,22,286,537,684,386,296,2,226.689518428304
st_s008_ref,st_s008_ref,6,2020,2015,63.5575502052326,-124.154949987235,2020-06-28,31,440,786,1004,660,293,2,290.744039456755
st_s008_ref,st_s008_ref,7,2020,2015,63.5575502052326,-124.154949987235,2020-07-14,3,356,662,823,960,283,2,556.907621960081
st_s008_ref,st_s008_ref,7,2020,2015,63.5575502052326,-124.154949987235,2020-07-30,2,195,501,376,1008,297,2,9.19342887443615
st_s008_ref,st_s008_ref,5,2021,2015,63.5575502052326,-124.154949987235,2021-05-30,17,206,389,498,343,287,2,278.91533514179
st_s008_ref,st_s008_ref,7,2021,2015,63.5575502052326,-124.154949987235,2021-07-01,7,466,796,896,1105,293,2,344.984530713095
st_s008_ref,st_s008_ref,7,2021,2015,63.5575502052326,-124.154949987235,2021-07-17,23,506,871,1049,693,295,2,277.241836794758
st_s008_ref,st_s008_ref,6,2022,2015,63.5575502052326,-124.154949987235,2022-06-02,12,300,547,688,393,298,2,222.986187783787
st_s008_ref,st_s008_ref,6,2022,2015,63.5575502052326,-124.154949987235,2022-06-18,23,306,576,735,540,297,2,304.367018609548
st_s008_ref,st_s008_ref,7,2022,2015,63.5575502052326,-124.154949987235,2022-07-04,6,220,423,481,368,298,2,158.83734027491
st_s008_ref,st_s008_ref,8,2022,2015,63.5575502052326,-124.154949987235,2022-08-05,35,55,88,68,119,298,2,14.0371948157605
st_s008_ref,st_s008_ref,5,2023,2015,63.5575502052326,-124.154949987235,2023-05-04,5,358,749,970,1044,279,2,503.324636795121
st_s008_ref,st_s008_ref,7,2023,2015,63.5575502052326,-124.154949987235,2023-07-07,9,229,440,527,368,303,2,200.638018132916
st_s008_ref,st_s008_ref,5,2024,2015,63.5575502052326,-124.154949987235,2024-05-06,24,417,707,932,746,287,2,491.152275927406
st_s008_ref,st_s008_ref,5,2024,2015,63.5575502052326,-124.154949987235,2024-05-22,9,291,490,609,379,293,2,307.281385009133
st_s008_ref,st_s008_ref,5,2022,2015,63.5575502052326,-124.154949987235,2022-05-11,4,195,527,712,666,281,2,328.49860915518
st_s008_ref,st_s008_ref,5,2023,2015,63.5575502052326,-124.154949987235,2023-05-14,6,272,506,688,403,292,2,276.501400826919
st_s008_ref,st_s008_ref,4,2024,2015,63.5575502052326,-124.154949987235,2024-04-30,2,535,845,845,669,281,2,157.631854879598
st_s008_ref,st_s008_ref,6,2024,2015,63.5575502052326,-124.154949987235,2024-06-01,6,467,779,980,753,293,2,377.272521607418
st_s008_ref,st_s008_ref,6,2022,2015,63.5575502052326,-124.154949987235,2022-06-03,2,268,532,637,404,297,2,176.497541018318
st_s008_ref,st_s008_ref,6,2022,2015,63.5575502052326,-124.154949987235,2022-06-19,3,246,474,577,406,297,2,215.275989446548
st_s008_ref,st_s008_ref,5,2023,2015,63.5575502052326,-124.154949987235,2023-05-05,5,287,685,859,1061,282,2,397.928675069976
st_s008_ref,st_s008_ref,6,2023,2015,63.5575502052326,-124.154949987235,2023-06-22,8,264,492,605,463,298,2,319.314858380368
st_s008_ref,st_s008_ref,7,2023,2015,63.5575502052326,-124.154949987235,2023-07-08,10,227,470,541,381,306,2,166.978728317764
st_s008_ref,st_s008_ref,6,2022,2015,63.5575502052326,-124.154949987235,2022-06-03,2,264,538,648,364,297,2,163.764993630203
st_s008_ref,st_s008_ref,6,2022,2015,63.5575502052326,-124.154949987235,2022-06-19,3,270,505,596,520,296,2,226.277443442605
st_s008_ref,st_s008_ref,5,2023,2015,63.5575502052326,-124.154949987235,2023-05-05,5,286,683,855,994,282,2,392.747918203187
st_s008_ref,st_s008_ref,6,2023,2015,63.5575502052326,-124.154949987235,2023-06-22,1,371,569,688,605,299,2,299.720511673324
st_s008_ref,st_s008_ref,7,2023,2015,63.5575502052326,-124.154949987235,2023-07-08,5,223,460,521,374,306,2,144.712381512658
st_s008_ref,st_s008_ref,5,2022,2015,63.5575502052326,-124.154949987235,2022-05-09,5,183,547,766,722,279,2,359.532700485834
st_s008_ref,st_s008_ref,6,2022,2015,63.5575502052326,-124.154949987235,2022-06-26,10,229,412,485,356,294,2,176.873740492827
st_s008_ref,st_s008_ref,7,2022,2015,63.5575502052326,-124.154949987235,2022-07-28,3,229,453,514,364,295,2,137.802051588338
st_s008_ref,st_s008_ref,8,2022,2015,63.5575502052326,-124.154949987235,2022-08-13,2,242,429,520,486,300,2,402.030626351436
st_s008_ref,st_s008_ref,5,2023,2015,63.5575502052326,-124.154949987235,2023-05-12,3,298,573,744,634,291,2,378.33645581428
st_s008_ref,st_s008_ref,6,2023,2015,63.5575502052326,-124.154949987235,2023-06-29,2,320,618,717,518,300,2,182.670052712696
st_s009,st_s009,8,1995,1995,63.9490202052524,-124.124815486923,1995-08-13,4,504,671,806,595,298,3,126.971735548157
st_s009,st_s009,7,1985,1990,63.9490202052524,-124.124815486923,1985-07-23,8,329,457,504,468,292,3,94.4430927931402
st_s009,st_s009,8,1985,1990,63.9490202052524,-124.124815486923,1985-08-08,5,301,477,521,471,293,3,89.3336804389053
st_s009,st_s009,8,1986,1990,63.9490202052524,-124.124815486923,1986-08-27,2,389,632,662,669,285,3,74.6275238736169
st_s009,st_s009,8,1987,1990,63.9490202052524,-124.124815486923,1987-08-14,6,256,419,511,494,293,3,160.420667647605
st_s009,st_s009,5,1988,1990,63.9490202052524,-124.124815486923,1988-05-12,10,378,499,611,447,288,3,122.410872139868
st_s009,st_s009,7,1988,1990,63.9490202052524,-124.124815486923,1988-07-31,15,357,450,473,426,294,3,59.7043286728861
st_s009,st_s009,9,1988,1990,63.9490202052524,-124.124815486923,1988-09-01,12,286,420,469,352,290,3,91.814827559825
st_s009,st_s009,6,1990,1990,63.9490202052524,-124.124815486923,1990-06-03,1,358,457,506,483,291,3,77.7353728760005
st_s009,st_s009,7,1990,1990,63.9490202052524,-124.124815486923,1990-07-05,10,270,355,378,329,295,3,55.8349659960228
st_s009,st_s009,7,1990,1990,63.9490202052524,-124.124815486923,1990-07-21,2,741,775,542,962,302,3,8.2069845721811
st_s009,st_s009,7,1991,1990,63.9490202052524,-124.124815486923,1991-07-24,5,305,436,485,492,299,3,120.473585786645
st_s009,st_s009,7,1992,1990,63.9490202052524,-124.124815486923,1992-07-26,1,234,364,434,437,294,3,109.754362990679
st_s009,st_s009,5,1993,1990,63.9490202052524,-124.124815486923,1993-05-10,27,527,712,790,700,281,3,107.996705765432
st_s009,st_s009,5,1993,1990,63.9490202052524,-124.124815486923,1993-05-26,28,437,483,527,430,284,3,72.2245567412935
st_s009,st_s009,6,1993,1990,63.9490202052524,-124.124815486923,1993-06-11,61,214,284,253,507,286,3,35.7418590461016
st_s009,st_s009,8,1993,1990,63.9490202052524,-124.124815486923,1993-08-14,8,280,387,502,441,293,3,186.311934025654
st_s009,st_s009,7,1994,1990,63.9490202052524,-124.124815486923,1994-07-16,4,341,552,584,593,302,3,86.2682728162647
st_s009,st_s009,8,1994,1990,63.9490202052524,-124.124815486923,1994-08-01,9,598,709,661,983,296,3,60.9147183577592
st_s009,st_s009,9,1995,1995,63.9490202052524,-124.124815486923,1995-09-05,17,591,852,1023,737,282,3,150.222878484896
st_s009,st_s009,5,1996,1995,63.9490202052524,-124.124815486923,1996-05-18,2,770,998,1200,1000,284,3,206.641959225505
st_s009,st_s009,5,1998,1995,63.9490202052524,-124.124815486923,1998-05-08,21,327,466,544,307,285,3,73.6352668133582
st_s009,st_s009,6,1998,1995,63.9490202052524,-124.124815486923,1998-06-09,4,275,353,346,357,299,3,44.8665007211457
st_s009,st_s009,6,1998,1995,63.9490202052524,-124.124815486923,1998-06-25,17,190,254,228,278,292,3,27.0966634130406
st_s009,st_s009,7,1998,1995,63.9490202052524,-124.124815486923,1998-07-11,17,351,459,429,635,296,3,44.369149450371
st_s009,st_s009,7,1999,1995,63.9490202052524,-124.124815486923,1999-07-14,12,291,383,411,342,291,3,62.8358426780537
st_s009,st_s009,7,1999,1995,63.9490202052524,-124.124815486923,1999-07-30,9,256,386,411,326,290,3,58.9106730078324
st_s009,st_s009,8,1999,1995,63.9490202052524,-124.124815486923,1999-08-15,6,201,312,358,340,296,3,92.93190088122
st_s009,st_s009,8,2003,2000,63.9490202052524,-124.124815486923,2003-08-10,5,236,324,320,374,289,3,55.7594202943176
st_s009,st_s009,8,2003,2000,63.9490202052524,-124.124815486923,2003-08-26,4,292,411,432,437,294,3,60.9020149918419
st_s009,st_s009,7,2004,2000,63.9490202052524,-124.124815486923,2004-07-11,1,408,539,442,1112,295,3,40.7447839477791
st_s009,st_s009,8,2004,2000,63.9490202052524,-124.124815486923,2004-08-28,7,316,451,514,373,287,3,94.9969530835512
st_s009,st_s009,6,2005,2005,63.9490202052524,-124.124815486923,2005-06-28,2,251,310,348,348,301,3,70.7731830910218
st_s009,st_s009,8,2005,2005,63.9490202052524,-124.124815486923,2005-08-15,4,215,400,465,343,290,3,92.3008555634335
st_s009,st_s009,8,2005,2005,63.9490202052524,-124.124815486923,2005-08-31,8,380,533,533,442,288,3,50.1843340512366
st_s009,st_s009,5,2006,2005,63.9490202052524,-124.124815486923,2006-05-14,3,626,813,985,1028,286,3,187.554561843178
st_s009,st_s009,5,2006,2005,63.9490202052524,-124.124815486923,2006-05-30,14,616,695,730,798,281,3,62.4939053112806
st_s009,st_s009,7,2006,2005,63.9490202052524,-124.124815486923,2006-07-01,7,287,346,380,369,297,3,61.5286246589421
st_s009,st_s009,6,2007,2005,63.9490202052524,-124.124815486923,2007-06-18,7,282,407,423,389,291,3,48.6938837914645
st_s009,st_s009,9,2007,2005,63.9490202052524,-124.124815486923,2007-09-06,1,515,735,748,1029,288,3,76.7590344604743
st_s009,st_s009,5,2008,2005,63.9490202052524,-124.124815486923,2008-05-03,6,1643,1870,1900,1391,277,3,69.0309238907595
st_s009,st_s009,5,2008,2005,63.9490202052524,-124.124815486923,2008-05-19,41,455,700,773,481,285,3,80.202816043204
st_s009,st_s009,7,2008,2005,63.9490202052524,-124.124815486923,2008-07-22,4,286,498,535,424,296,3,67.1649576177192
st_s009,st_s009,5,2009,2005,63.9490202052524,-124.124815486923,2009-05-22,2,475,681,787,935,289,3,161.33146041233
st_s009,st_s009,7,2009,2005,63.9490202052524,-124.124815486923,2009-07-09,10,206,324,323,355,289,3,63.0993197707767
st_s009,st_s009,7,2009,2005,63.9490202052524,-124.124815486923,2009-07-25,3,285,348,342,447,293,3,59.3448075375148
st_s009,st_s009,8,2010,2010,63.9490202052524,-124.124815486923,2010-08-13,5,264,309,310,378,295,3,64.9212102444101
st_s009,st_s009,5,2011,2010,63.9490202052524,-124.124815486923,2011-05-28,2,408,576,616,737,293,3,87.2912857207296
st_s009,st_s009,6,2011,2010,63.9490202052524,-124.124815486923,2011-06-29,3,368,557,506,1056,295,3,79.7367422126011
st_s009,st_s009,7,2011,2010,63.9490202052524,-124.124815486923,2011-07-15,8,342,492,572,491,296,3,115.770428670364
st_s009,st_s009,5,1984,1990,63.9490202052524,-124.124815486923,1984-05-08,22,407,554,660,487,287,3,125.875979874472
st_s009,st_s009,6,1984,1990,63.9490202052524,-124.124815486923,1984-06-25,4,438,590,662,638,295,3,124.329056919644
st_s009,st_s009,7,1985,1990,63.9490202052524,-124.124815486923,1985-07-30,9,348,472,561,403,295,3,116.249361768251
st_s009,st_s009,5,1986,1990,63.9490202052524,-124.124815486923,1986-05-14,17,530,730,856,675,281,3,153.701327027165
st_s009,st_s009,7,1986,1990,63.9490202052524,-124.124815486923,1986-07-17,9,274,372,430,344,296,3,85.3902592378763
st_s009,st_s009,9,1986,1990,63.9490202052524,-124.124815486923,1986-09-03,12,725,941,1025,1059,279,3,124.749684143512
st_s009,st_s009,7,1987,1990,63.9490202052524,-124.124815486923,1987-07-04,8,324,394,447,453,298,3,75.2617924810705
st_s009,st_s009,9,1987,1990,63.9490202052524,-124.124815486923,1987-09-06,4,369,572,653,496,287,3,114.776368213006
st_s009,st_s009,6,1988,1990,63.9490202052524,-124.124815486923,1988-06-20,9,236,329,386,337,294,3,91.610789716236
st_s009,st_s009,8,1988,1990,63.9490202052524,-124.124815486923,1988-08-07,4,220,396,407,333,296,3,55.7218453987289
st_s009,st_s009,8,1988,1990,63.9490202052524,-124.124815486923,1988-08-23,2,529,651,720,654,290,3,75.4457215959407
st_s009,st_s009,8,1989,1990,63.9490202052524,-124.124815486923,1989-08-10,10,307,431,485,483,300,3,102.295086067592
st_s009,st_s009,8,1989,1990,63.9490202052524,-124.124815486923,1989-08-26,3,250,382,485,391,293,3,129.840407305095
st_s009,st_s009,6,1990,1990,63.9490202052524,-124.124815486923,1990-06-10,10,269,344,396,336,286,3,82.3557313132462
st_s009,st_s009,7,1990,1990,63.9490202052524,-124.124815486923,1990-07-12,3,243,390,441,351,294,3,80.8756140015608
st_s009,st_s009,8,1990,1990,63.9490202052524,-124.124815486923,1990-08-13,4,270,416,512,403,294,3,127.419360932947
st_s009,st_s009,5,1991,1990,63.9490202052524,-124.124815486923,1991-05-12,32,589,861,1018,729,284,3,171.635267453944
st_s009,st_s009,5,1991,1990,63.9490202052524,-124.124815486923,1991-05-28,3,346,498,497,550,286,3,58.2094271780907
st_s009,st_s009,6,1991,1990,63.9490202052524,-124.124815486923,1991-06-29,15,278,345,374,301,294,3,55.5409578488494
st_s009,st_s009,7,1991,1990,63.9490202052524,-124.124815486923,1991-07-15,7,318,428,511,477,296,3,142.59905884353
st_s009,st_s009,5,1992,1990,63.9490202052524,-124.124815486923,1992-05-30,10,578,900,998,1045,289,3,135.722324829893
st_s009,st_s009,7,1992,1990,63.9490202052524,-124.124815486923,1992-07-17,1,454,547,540,1029,292,3,64.8253631230805
st_s009,st_s009,8,1993,1990,63.9490202052524,-124.124815486923,1993-08-21,6,328,513,603,539,296,3,106.168149020344
st_s009,st_s009,7,1994,1990,63.9490202052524,-124.124815486923,1994-07-23,6,266,402,497,368,299,3,106.404856580146
st_s009,st_s009,8,1994,1990,63.9490202052524,-124.124815486923,1994-08-08,5,541,618,654,724,296,3,93.4856536523622
st_s009,st_s009,5,1995,1995,63.9490202052524,-124.124815486923,1995-05-23,8,355,393,474,377,284,3,91.1375635421404
st_s009,st_s009,8,1995,1995,63.9490202052524,-124.124815486923,1995-08-11,11,585,766,908,826,296,3,140.059492076237
st_s009,st_s009,6,1996,1995,63.9490202052524,-124.124815486923,1996-06-26,10,363,435,490,451,300,3,91.1354021641919
st_s009,st_s009,7,1996,1995,63.9490202052524,-124.124815486923,1996-07-12,41,657,1049,1201,1473,287,3,282.227637557964
st_s009,st_s009,7,1996,1995,63.9490202052524,-124.124815486923,1996-07-28,15,374,509,558,560,290,3,97.3324783194836
st_s009,st_s009,5,1997,1995,63.9490202052524,-124.124815486923,1997-05-12,26,627,966,1160,1043,281,3,234.840762880432
st_s009,st_s009,8,1997,1995,63.9490202052524,-124.124815486923,1997-08-16,7,232,375,487,364,293,3,163.785135094442
st_s009,st_s009,9,1997,1995,63.9490202052524,-124.124815486923,1997-09-01,3,231,286,384,369,292,3,204.708551729828
st_s009,st_s009,7,1998,1995,63.9490202052524,-124.124815486923,1998-07-02,4,397,517,513,710,298,3,50.3254359060263
st_s009,st_s009,6,1999,1995,63.9490202052524,-124.124815486923,1999-06-19,2,477,699,701,874,294,3,91.4584804071469
st_s009,st_s009,7,1999,1995,63.9490202052524,-124.124815486923,1999-07-05,10,284,370,393,307,288,3,55.1452188272457
st_s009,st_s009,8,1999,1995,63.9490202052524,-124.124815486923,1999-08-06,2,302,342,381,393,295,3,102.723626793643
st_s009,st_s009,7,2003,2000,63.9490202052524,-124.124815486923,2003-07-16,8,260,351,417,379,297,3,109.870447912706
st_s009,st_s009,7,2004,2000,63.9490202052524,-124.124815486923,2004-07-02,3,279,365,388,333,296,3,48.8797159462415
st_s009,st_s009,5,2005,2005,63.9490202052524,-124.124815486923,2005-05-02,7,565,827,967,748,284,3,135.867593141435
st_s009,st_s009,6,2005,2005,63.9490202052524,-124.124815486923,2005-06-19,9,372,502,536,567,290,3,75.8316665622384
st_s009,st_s009,7,2005,2005,63.9490202052524,-124.124815486923,2005-07-21,3,456,516,628,624,289,3,120.627153296303
st_s009,st_s009,8,2005,2005,63.9490202052524,-124.124815486923,2005-08-06,5,324,538,577,520,295,3,83.9468494210372
st_s009,st_s009,6,2006,2005,63.9490202052524,-124.124815486923,2006-06-22,16,141,197,185,286,291,3,39.9191425218706
st_s009,st_s009,5,2007,2005,63.9490202052524,-124.124815486923,2007-05-24,2,418,597,628,770,294,3,82.9421329744797
st_s009,st_s009,6,2007,2005,63.9490202052524,-124.124815486923,2007-06-25,6,257,378,433,357,299,3,67.5032292182618
st_s009,st_s009,8,2007,2005,63.9490202052524,-124.124815486923,2007-08-28,17,293,253,261,304,285,3,61.0418693088616
st_s009,st_s009,8,2008,2005,63.9490202052524,-124.124815486923,2008-08-14,7,265,412,473,405,295,3,91.0888249768165
st_s009,st_s009,5,2009,2005,63.9490202052524,-124.124815486923,2009-05-29,8,360,494,562,373,292,3,85.9327126477063
st_s009,st_s009,6,2009,2005,63.9490202052524,-124.124815486923,2009-06-14,130,275,397,265,733,289,3,17.2263345197828
st_s009,st_s009,6,2010,2010,63.9490202052524,-124.124815486923,2010-06-01,3,302,408,387,434,294,3,37.8690997419287
st_s009,st_s009,7,2010,2010,63.9490202052524,-124.124815486923,2010-07-03,1,754,774,713,719,287,3,37.7340224762448
st_s009,st_s009,7,2010,2010,63.9490202052524,-124.124815486923,2010-07-19,9,303,396,417,420,296,3,58.1208561906315
st_s009,st_s009,8,2010,2010,63.9490202052524,-124.124815486923,2010-08-04,2,288,379,392,417,301,3,51.2022702685399
st_s009,st_s009,9,2010,2010,63.9490202052524,-124.124815486923,2010-09-05,6,213,304,348,365,287,3,118.148062591514
st_s009,st_s009,5,2011,2010,63.9490202052524,-124.124815486923,2011-05-19,12,718,986,1090,999,281,3,133.27624771728
st_s009,st_s009,6,2011,2010,63.9490202052524,-124.124815486923,2011-06-04,4,334,488,556,607,287,3,100.905871123518
st_s009,st_s009,7,2011,2010,63.9490202052524,-124.124815486923,2011-07-22,22,301,499,538,432,293,3,77.7541935019714
st_s009,st_s009,5,2019,2015,63.9490202052524,-124.124815486923,2019-05-19,18,506,595,604,707,281,3,51.0694592199839
st_s009,st_s009,7,2019,2015,63.9490202052524,-124.124815486923,2019-07-22,2,353,430,402,847,294,3,104.833283084506
st_s009,st_s009,6,2020,2015,63.9490202052524,-124.124815486923,2020-06-06,10,303,319,383,317,286,3,144.992829470472
st_s009,st_s009,8,2020,2015,63.9490202052524,-124.124815486923,2020-08-09,15,192,229,254,367,289,3,127.828123045634
st_s009,st_s009,5,2021,2015,63.9490202052524,-124.124815486923,2021-05-24,20,506,557,664,433,282,3,135.152396845293
st_s009,st_s009,8,2021,2015,63.9490202052524,-124.124815486923,2021-08-12,1,463,667,772,995,289,3,205.683540469365
st_s009,st_s009,8,2021,2015,63.9490202052524,-124.124815486923,2021-08-28,4,186,286,276,345,290,3,68.9573764331499
st_s009,st_s009,5,2022,2015,63.9490202052524,-124.124815486923,2022-05-10,60,1015,1229,1404,1449,273,3,217.220354767603
st_s009,st_s009,5,2022,2015,63.9490202052524,-124.124815486923,2022-05-27,5,373,545,614,782,285,3,153.280023299984
st_s009,st_s009,6,2022,2015,63.9490202052524,-124.124815486923,2022-06-13,15,262,305,429,375,284,3,449.836434411202
st_s009,st_s009,6,2022,2015,63.9490202052524,-124.124815486923,2022-06-30,8,509,575,512,977,291,3,39.1935836790127
st_s009,st_s009,7,2022,2015,63.9490202052524,-124.124815486923,2022-07-17,2,349,495,595,576,296,3,179.461243731951
st_s009,st_s009,6,2023,2015,63.9490202052524,-124.124815486923,2023-06-18,22,246,272,266,401,283,3,85.0335743543023
st_s009,st_s009,7,2023,2015,63.9490202052524,-124.124815486923,2023-07-10,13,378,509,372,1188,287,3,36.0941002369182
st_s009,st_s009,8,2023,2015,63.9490202052524,-124.124815486923,2023-08-01,2,578,524,322,940,293,3,15.4826964455581
st_s009,st_s009,8,2023,2015,63.9490202052524,-124.124815486923,2023-08-28,3,467,503,549,586,293,3,78.8500825640795
st_s009,st_s009,5,2023,2015,63.9490202052524,-124.124815486923,2023-05-22,1,254,306,285,362,279,3,28.496162798976
st_s009,st_s009,8,1999,1995,63.9490202052524,-124.124815486923,1999-08-23,1,148,209,192,290,289,3,41.9400201128175
st_s009,st_s009,7,2000,2000,63.9490202052524,-124.124815486923,2000-07-08,4,256,319,320,454,292,3,74.5783358659758
st_s009,st_s009,7,2000,2000,63.9490202052524,-124.124815486923,2000-07-24,20,205,306,378,382,294,3,164.206321711599
st_s009,st_s009,8,2000,2000,63.9490202052524,-124.124815486923,2000-08-09,12,208,259,289,316,291,3,95.8675457918792
st_s009,st_s009,5,2001,2000,63.9490202052524,-124.124815486923,2001-05-24,29,560,690,807,754,278,3,146.879301151483
st_s009,st_s009,7,2003,2000,63.9490202052524,-124.124815486923,2003-07-17,21,375,634,824,605,297,3,169.336610536377
st_s009,st_s009,5,2004,2000,63.9490202052524,-124.124815486923,2004-05-16,12,884,1002,1194,964,282,3,180.484991175716
st_s009,st_s009,8,2005,2005,63.9490202052524,-124.124815486923,2005-08-07,4,240,395,480,486,293,3,92.3308787900905
st_s009,st_s009,5,2006,2005,63.9490202052524,-124.124815486923,2006-05-06,16,1426,1608,1747,1526,275,3,123.404143786563
st_s009,st_s009,8,2006,2005,63.9490202052524,-124.124815486923,2006-08-10,6,268,344,386,471,289,3,109.48053625852
st_s009,st_s009,8,2007,2005,63.9490202052524,-124.124815486923,2007-08-29,2,190,307,350,339,287,3,71.4526098623133
st_s009,st_s009,7,2008,2005,63.9490202052524,-124.124815486923,2008-07-30,1,218,434,438,436,297,3,74.3793426266485
st_s009,st_s009,8,2008,2005,63.9490202052524,-124.124815486923,2008-08-15,5,305,331,446,433,291,3,275.479981608381
