site_no,station_nm,month,year,decade,Latitude,Longitude,sample_dt,num_pix,B1,B2,B3,B4,B6,cluster,SSC_mgL
st_s001,st_s001,5,2008,2005,68.1985002051985,-156.114299984688,2008-05-20,4,719,833,1030,745,280,2,378.454762580177
st_s001,st_s001,6,2008,2005,68.1985002051985,-156.114299984688,2008-06-21,4,661,863,783,588,294,2,74.9888634206055
st_s001,st_s001,6,2009,2005,68.1985002051985,-156.114299984688,2009-06-08,26,641,666,655,731,292,2,91.2310008088515
st_s001,st_s001,8,2009,2005,68.1985002051985,-156.114299984688,2009-08-11,1,548,708,693,675,287,2,102.145976402742
st_s001,st_s001,5,2011,2010,68.1985002051985,-156.114299984688,2011-05-29,7,786,1087,1187,924,288,2,207.098685303937
st_s001,st_s001,6,1986,1990,68.1985002051985,-156.114299984688,1986-06-16,2,721,979,1023,889,297,2,131.383791255724
st_s001,st_s001,8,1995,1995,68.1985002051985,-156.114299984688,1995-08-28,1,297,421,514,466,287,2,441.855791096006
st_s001,st_s001,8,2007,2005,68.1985002051985,-156.114299984688,2007-08-29,4,485,604,534,400,289,2,38.8326921427349
st_s001,st_s001,6,2008,2005,68.1985002051985,-156.114299984688,2008-06-28,3,444,635,525,348,292,2,33.3008372674353
st_s001,st_s001,7,2008,2005,68.1985002051985,-156.114299984688,2008-07-30,9,567,942,1050,953,283,2,224.631181894543
st_s001,st_s001,9,2009,2005,68.1985002051985,-156.114299984688,2009-09-03,4,477,592,467,363,283,2,19.5256299253064
st_s001,st_s001,9,1995,1995,68.1985002051985,-156.114299984688,1995-09-04,1,376,524,553,493,278,2,150.784414607099
st_s001,st_s001,5,2005,2005,68.1985002051985,-156.114299984688,2005-05-10,2,1660,1683,1760,1310,275,2,227.10906260566
st_s001,st_s001,8,2006,2005,68.1985002051985,-156.114299984688,2006-08-01,4,751,969,956,873,290,2,139.663028786363
st_s001,st_s001,8,2007,2005,68.1985002051985,-156.114299984688,2007-08-20,4,357,536,435,308,290,2,34.8789007227277
st_s001,st_s001,5,2011,2010,68.1985002051985,-156.114299984688,2011-05-27,7,792,1140,1230,938,291,2,220.252858389564
st_s001,st_s001,7,2021,2015,68.1985002051985,-156.114299984688,2021-07-12,2,567,680,661,619,290,2,96.4363024822273
st_s001,st_s001,6,2000,2000,68.1985002051985,-156.114299984688,2000-06-23,2,406,566,595,589,293,2,138.019054723851
st_s001,st_s001,8,2000,2000,68.1985002051985,-156.114299984688,2000-08-26,1,451,531,531,465,280,2,81.7136491644089
st_s001,st_s001,6,2001,2000,68.1985002051985,-156.114299984688,2001-06-10,9,898,1142,1303,942,285,2,253.006364601237
st_s001,st_s001,5,2002,2000,68.1985002051985,-156.114299984688,2002-05-28,4,792,920,948,765,279,2,160.13825362412
st_s001,st_s001,7,2002,2000,68.1985002051985,-156.114299984688,2002-07-15,8,282,237,197,234,291,2,44.1859236437679
st_s001,st_s001,7,2002,2000,68.1985002051985,-156.114299984688,2002-07-31,2,575,707,735,988,295,2,155.596208080402
st_s001,st_s001,7,2003,2000,68.1985002051985,-156.114299984688,2003-07-18,1,541,733,796,701,289,2,142.067843154597
st_s001,st_s001,8,2004,2000,68.1985002051985,-156.114299984688,2004-08-21,7,757,960,1096,999,294,2,354.332959322885
st_s001,st_s001,6,2005,2005,68.1985002051985,-156.114299984688,2005-06-05,2,935,1133,1164,850,286,2,171.453335412969
st_s001,st_s001,7,2005,2005,68.1985002051985,-156.114299984688,2005-07-07,3,562,769,752,851,292,2,110.777448302377
st_s001,st_s001,7,2007,2005,68.1985002051985,-156.114299984688,2007-07-13,2,632,805,782,923,295,2,109.423844361814
st_s001,st_s001,8,2007,2005,68.1985002051985,-156.114299984688,2007-08-30,4,548,752,700,579,287,2,78.8231652121958
st_s001,st_s001,8,2008,2005,68.1985002051985,-156.114299984688,2008-08-16,2,576,585,464,518,286,2,71.3966503248808
st_s001,st_s001,9,2009,2005,68.1985002051985,-156.114299984688,2009-09-04,18,510,460,421,388,284,2,86.3753086062656
st_s001,st_s001,6,2010,2010,68.1985002051985,-156.114299984688,2010-06-03,1,683,813,836,622,284,2,166.480425534831
st_s001,st_s001,6,2015,2015,68.1985002051985,-156.114299984688,2015-06-01,7,606,802,847,675,284,2,170.525538035762
st_s001,st_s001,8,2015,2015,68.1985002051985,-156.114299984688,2015-08-04,2,533,681,686,581,291,2,100.50137436412
st_s001,st_s001,5,2016,2015,68.1985002051985,-156.114299984688,2016-05-18,4,744,936,976,983,282,2,190.548558095866
st_s001,st_s001,7,2016,2015,68.1985002051985,-156.114299984688,2016-07-05,1,600,783,747,945,293,2,97.3080761696944
st_s001,st_s001,8,2016,2015,68.1985002051985,-156.114299984688,2016-08-06,1,452,641,638,638,295,2,94.2857183452012
st_s001,st_s001,5,2017,2015,68.1985002051985,-156.114299984688,2017-05-21,34,750,755,745,718,281,2,148.380284193261
st_s001,st_s001,6,2017,2015,68.1985002051985,-156.114299984688,2017-06-06,6,740,944,1004,767,285,2,153.36397347018
st_s001,st_s001,6,2017,2015,68.1985002051985,-156.114299984688,2017-06-22,1,490,614,621,615,295,2,130.46661005637
st_s001,st_s001,8,2018,2015,68.1985002051985,-156.114299984688,2018-08-12,1,389,487,462,650,284,2,92.3882279479022
st_s001,st_s001,6,2019,2015,68.1985002051985,-156.114299984688,2019-06-28,9,570,841,913,830,292,2,227.939769436194
st_s001,st_s001,7,2019,2015,68.1985002051985,-156.114299984688,2019-07-14,5,700,872,860,780,295,2,139.97670866764
st_s001,st_s001,8,2019,2015,68.1985002051985,-156.114299984688,2019-08-31,4,634,801,772,582,283,2,103.008398553252
st_s001,st_s001,5,2020,2015,68.1985002051985,-156.114299984688,2020-05-29,7,635,856,963,696,287,2,231.989380234058
st_s001,st_s001,6,2020,2015,68.1985002051985,-156.114299984688,2020-06-14,6,600,795,776,635,292,2,102.146661945738
st_s001,st_s001,7,2020,2015,68.1985002051985,-156.114299984688,2020-07-16,3,749,1039,1041,814,291,2,123.039180635947
st_s001,st_s001,8,2020,2015,68.1985002051985,-156.114299984688,2020-08-17,1,822,1094,963,968,287,2,78.5920156138933
st_s001,st_s001,6,2021,2015,68.1985002051985,-156.114299984688,2021-06-17,2,752,955,923,839,293,2,122.226718379203
st_s001,st_s001,8,2021,2015,68.1985002051985,-156.114299984688,2021-08-04,7,624,952,921,706,294,2,105.586114159327
st_s001,st_s001,8,2023,2015,68.1985002051985,-156.114299984688,2023-08-12,2,571,660,559,554,286,2,19.3188653382826
st_s001,st_s001,8,2000,2000,68.1985002051985,-156.114299984688,2000-08-01,6,290,323,283,543,284,2,52.2253937130308
st_s001,st_s001,8,2002,2000,68.1985002051985,-156.114299984688,2002-08-23,33,505,571,544,1064,285,2,97.2928284062426
st_s001,st_s001,6,2004,2000,68.1985002051985,-156.114299984688,2004-06-09,5,605,854,916,766,294,2,183.462739725306
st_s001,st_s001,8,2004,2000,68.1985002051985,-156.114299984688,2004-08-28,3,693,889,884,715,285,2,141.901687761432
st_s001,st_s001,5,2006,2005,68.1985002051985,-156.114299984688,2006-05-30,1,647,956,1068,762,289,2,187.429896886448
st_s001,st_s001,7,2007,2005,68.1985002051985,-156.114299984688,2007-07-04,1,630,860,931,903,300,2,162.104007711742
st_s001,st_s001,8,2007,2005,68.1985002051985,-156.114299984688,2007-08-21,6,624,773,616,510,289,2,49.9095395975576
st_s001,st_s001,7,2008,2005,68.1985002051985,-156.114299984688,2008-07-06,1,442,588,594,539,295,2,168.550834553537
st_s001,st_s001,8,2008,2005,68.1985002051985,-156.114299984688,2008-08-23,2,484,686,674,682,288,2,66.4946799469943
st_s001,st_s001,5,2009,2005,68.1985002051985,-156.114299984688,2009-05-22,8,791,969,1128,995,284,2,328.893641963182
st_s001,st_s001,7,2010,2010,68.1985002051985,-156.114299984688,2010-07-12,1,373,540,465,480,287,2,60.2845699830518
st_s001,st_s001,8,2010,2010,68.1985002051985,-156.114299984688,2010-08-29,2,328,449,370,447,287,2,40.0610701753519
st_s001,st_s001,5,2011,2010,68.1985002051985,-156.114299984688,2011-05-28,5,781,998,1240,958,288,2,529.560411623038
st_s001,st_s001,8,2011,2010,68.1985002051985,-156.114299984688,2011-08-16,2,598,736,697,677,288,2,71.2611625763334
st_s001,st_s001,6,2013,2010,68.1985002051985,-156.114299984688,2013-06-18,5,495,657,677,672,301,2,124.124083030322
st_s001,st_s001,8,2013,2010,68.1985002051985,-156.114299984688,2013-08-21,3,468,605,575,696,287,2,66.8866099488352
st_s001,st_s001,6,2014,2010,68.1985002051985,-156.114299984688,2014-06-21,6,642,971,998,715,294,2,126.209042531656
st_s001,st_s001,7,2014,2010,68.1985002051985,-156.114299984688,2014-07-07,1,616,843,856,868,295,2,148.022276261878
st_s001,st_s001,8,2014,2010,68.1985002051985,-156.114299984688,2014-08-24,1,609,763,822,728,291,2,181.894429118123
st_s001,st_s001,7,2015,2015,68.1985002051985,-156.114299984688,2015-07-10,4,581,796,778,734,293,2,75.4061821702918
st_s001,st_s001,8,2016,2015,68.1985002051985,-156.114299984688,2016-08-13,1,441,568,592,532,289,2,155.128307140869
st_s001,st_s001,5,2017,2015,68.1985002051985,-156.114299984688,2017-05-12,1,1337,1505,1608,1293,280,2,245.809252154457
st_s001,st_s001,7,2017,2015,68.1985002051985,-156.114299984688,2017-07-15,4,564,743,661,1061,299,2,70.0572263719988
st_s001,st_s001,5,2019,2015,68.1985002051985,-156.114299984688,2019-05-18,74,813,749,724,725,283,2,110.431324915582
st_s001,st_s001,6,2019,2015,68.1985002051985,-156.114299984688,2019-06-03,9,597,854,911,678,290,2,149.498293426621
st_s001,st_s001,5,2020,2015,68.1985002051985,-156.114299984688,2020-05-20,8,909,961,1040,847,283,2,263.363069681337
st_s001,st_s001,6,2020,2015,68.1985002051985,-156.114299984688,2020-06-21,2,503,692,687,641,296,2,112.90082625485
st_s001,st_s001,6,2022,2015,68.1985002051985,-156.114299984688,2022-06-07,7,573,827,824,569,282,2,88.7729667132627
st_s001,st_s001,7,2022,2015,68.1985002051985,-156.114299984688,2022-07-11,3,611,804,779,706,293,2,125.559250556539
st_s001,st_s001,5,2023,2015,68.1985002051985,-156.114299984688,2023-05-21,5,1074,1224,1356,1035,282,2,286.409966212627
st_s001,st_s001,7,2023,2015,68.1985002051985,-156.114299984688,2023-07-26,30,437,538,511,719,294,2,118.02358730663
st_s001,st_s001,8,2001,2000,68.1985002051985,-156.114299984688,2001-08-27,3,340,367,358,313,284,2,131.572137101066
st_s001,st_s001,5,2002,2000,68.1985002051985,-156.114299984688,2002-05-26,7,701,958,1122,826,282,2,253.796725827702
st_s001,st_s001,7,2002,2000,68.1985002051985,-156.114299984688,2002-07-29,2,372,560,498,591,294,2,47.6458224806648
st_s001,st_s001,8,2002,2000,68.1985002051985,-156.114299984688,2002-08-30,1,708,891,850,770,286,2,76.2321960684835
st_s001,st_s001,5,2004,2000,68.1985002051985,-156.114299984688,2004-05-31,8,693,1001,1151,869,289,2,266.004893951254
st_s001,st_s001,8,2004,2000,68.1985002051985,-156.114299984688,2004-08-03,11,702,1060,1233,1105,290,2,323.275457459408
st_s001,st_s001,8,2004,2000,68.1985002051985,-156.114299984688,2004-08-19,7,708,1001,1043,864,294,2,174.626696119028
st_s001,st_s001,7,2005,2005,68.1985002051985,-156.114299984688,2005-07-21,1,540,789,743,709,293,2,62.6013490365254
st_s001,st_s001,7,2006,2005,68.1985002051985,-156.114299984688,2006-07-24,3,697,994,1005,961,292,2,136.274815099048
st_s001,st_s001,8,2006,2005,68.1985002051985,-156.114299984688,2006-08-25,1,642,827,798,784,284,2,139.82633170151
st_s001,st_s001,8,2007,2005,68.1985002051985,-156.114299984688,2007-08-28,16,356,314,297,328,288,2,91.2940915166766
st_s001,st_s001,6,2008,2005,68.1985002051985,-156.114299984688,2008-06-27,4,483,719,650,572,293,2,71.8847600919181
st_s001,st_s001,6,2012,2010,68.1985002051985,-156.114299984688,2012-06-06,3,667,899,1158,946,289,2,491.286378390715
st_s001,st_s001,7,2013,2010,68.1985002051985,-156.114299984688,2013-07-11,1,487,691,752,830,295,2,311.19923151297
st_s001,st_s001,5,2015,2015,68.1985002051985,-156.114299984688,2015-05-30,8,642,945,1076,914,286,2,237.514513242468
st_s001,st_s001,9,2015,2015,68.1985002051985,-156.114299984688,2015-09-03,8,647,659,646,664,284,2,110.125263809568
st_s001,st_s001,5,2016,2015,68.1985002051985,-156.114299984688,2016-05-16,7,731,891,961,755,280,2,200.829421647725
st_s001,st_s001,6,2016,2015,68.1985002051985,-156.114299984688,2016-06-17,5,669,893,906,800,296,2,163.666894058797
st_s001,st_s001,6,2017,2015,68.1985002051985,-156.114299984688,2017-06-04,8,639,869,970,715,289,2,215.114784595578
st_s001,st_s001,6,2017,2015,68.1985002051985,-156.114299984688,2017-06-20,22,327,349,281,355,288,2,28.3547518347983
st_s001,st_s001,6,2018,2015,68.1985002051985,-156.114299984688,2018-06-07,7,767,1011,1160,940,284,2,266.431544121767
st_s001,st_s001,6,2019,2015,68.1985002051985,-156.114299984688,2019-06-26,2,470,707,700,630,296,2,110.425901690635
st_s001,st_s001,7,2019,2015,68.1985002051985,-156.114299984688,2019-07-12,8,616,861,775,737,296,2,70.2052147598814
st_s001,st_s001,7,2020,2015,68.1985002051985,-156.114299984688,2020-07-14,8,323,381,377,359,288,2,106.116674602044
st_s001,st_s001,8,2020,2015,68.1985002051985,-156.114299984688,2020-08-15,7,734,960,884,780,291,2,63.4576823011204
st_s001,st_s001,8,2020,2015,68.1985002051985,-156.114299984688,2020-08-31,10,564,594,519,426,280,2,55.5075566012113
st_s001,st_s001,5,2021,2015,68.1985002051985,-156.114299984688,2021-05-30,5,975,1198,1287,1150,283,2,238.040494965066
st_s001,st_s001,6,2017,2015,68.1985002051985,-156.114299984688,2017-06-14,2,147,403,386,670,281,2,45.3585689645845
st_s001,st_s001,6,2019,2015,68.1985002051985,-156.114299984688,2019-06-04,3,402,665,597,255,294,2,41.8123041344622
st_s001,st_s001,6,2020,2015,68.1985002051985,-156.114299984688,2020-06-06,2,413,814,933,362,290,2,124.491115938906
st_s001,st_s001,5,2015,2015,68.1985002051985,-156.114299984688,2015-05-31,1,463,814,906,403,285,2,151.105413868355
st_s001,st_s001,5,2016,2015,68.1985002051985,-156.114299984688,2016-05-17,3,215,470,463,458,277,2,49.7710791474751
st_s001,st_s001,8,2016,2015,68.1985002051985,-156.114299984688,2016-08-05,1,282,418,410,346,294,2,49.9352616682285
st_s001,st_s001,8,2018,2015,68.1985002051985,-156.114299984688,2018-08-11,1,232,393,355,347,290,2,37.9865873896853
st_s001,st_s001,8,2019,2015,68.1985002051985,-156.114299984688,2019-08-30,2,381,708,694,204,283,2,68.764262771147
st_s001,st_s001,6,2013,2010,68.1985002051985,-156.114299984688,2013-06-17,3,424,739,721,492,299,2,59.2878456970323
st_s001,st_s001,5,2015,2015,68.1985002051985,-156.114299984688,2015-05-22,2,653,1112,1262,718,284,2,191.499094729907
st_s001,st_s001,7,2015,2015,68.1985002051985,-156.114299984688,2015-07-25,3,317,523,509,474,295,2,59.4890645552475
st_s001,st_s001,7,2016,2015,68.1985002051985,-156.114299984688,2016-07-11,14,147,239,205,175,292,2,28.5592684188392
st_s001,st_s001,6,2017,2015,68.1985002051985,-156.114299984688,2017-06-12,6,355,664,642,325,290,2,60.8800125983665
st_s001,st_s001,6,2019,2015,68.1985002051985,-156.114299984688,2019-06-02,6,479,807,870,570,293,2,131.98025774695
st_s001,st_s001,6,2019,2015,68.1985002051985,-156.114299984688,2019-06-18,3,402,714,735,508,296,2,80.105277297428
st_s001,st_s001,6,2020,2015,68.1985002051985,-156.114299984688,2020-06-20,9,357,648,576,433,293,2,32.3197545367548
st_s001,st_s001,7,2020,2015,68.1985002051985,-156.114299984688,2020-07-22,4,581,938,818,798,292,2,76.813383154262
st_s001,st_s001,6,2024,2015,68.1985002051985,-156.114299984688,2024-06-16,2,538,796,766,395,298,2,71.627612239145
st_s001,st_s001,6,2024,2015,68.1985002051985,-156.114299984688,2024-06-23,2,413,552,567,506,301,2,92.9776186460816
st_s001_ref,st_s001_ref,9,1995,1995,68.1874202051876,-156.065769984692,1995-09-06,8,405,416,467,376,275,3,49.0284181528391
st_s001_ref,st_s001_ref,9,2006,2005,68.1874202051876,-156.065769984692,2006-09-04,7,416,525,576,356,286,3,56.5387999376736
st_s001_ref,st_s001_ref,5,2008,2005,68.1874202051876,-156.065769984692,2008-05-20,13,936,1114,1262,1021,279,3,144.15012933387
st_s001_ref,st_s001_ref,6,2008,2005,68.1874202051876,-156.065769984692,2008-06-21,12,645,854,776,535,294,3,30.3584707915178
st_s001_ref,st_s001_ref,8,2008,2005,68.1874202051876,-156.065769984692,2008-08-08,6,495,660,536,1082,287,3,31.6404634297645
st_s001_ref,st_s001_ref,6,2009,2005,68.1874202051876,-156.065769984692,2009-06-08,11,766,973,1021,774,293,3,72.2447656101903
st_s001_ref,st_s001_ref,8,2009,2005,68.1874202051876,-156.065769984692,2009-08-11,1,391,507,486,424,286,3,53.3811585547662
st_s001_ref,st_s001_ref,5,2011,2010,68.1874202051876,-156.065769984692,2011-05-29,16,695,995,1076,795,288,3,83.1238282089572
st_s001_ref,st_s001_ref,6,1986,1990,68.1874202051876,-156.065769984692,1986-06-16,5,809,1140,1058,801,293,3,55.1725028242885
st_s001_ref,st_s001_ref,7,1986,1990,68.1874202051876,-156.065769984692,1986-07-02,5,543,684,578,535,290,3,20.6666535621755
st_s001_ref,st_s001_ref,8,1995,1995,68.1874202051876,-156.065769984692,1995-08-28,3,232,360,365,227,286,3,30.2526207130172
st_s001_ref,st_s001_ref,7,2005,2005,68.1874202051876,-156.065769984692,2005-07-22,18,551,786,607,650,295,3,18.3837700368325
st_s001_ref,st_s001_ref,8,2006,2005,68.1874202051876,-156.065769984692,2006-08-26,6,365,576,463,435,281,3,19.7403821138796
st_s001_ref,st_s001_ref,8,2007,2005,68.1874202051876,-156.065769984692,2007-08-29,5,421,666,583,459,291,3,25.6228783804917
st_s001_ref,st_s001_ref,6,2008,2005,68.1874202051876,-156.065769984692,2008-06-28,7,469,636,527,435,291,3,19.6336774941834
st_s001_ref,st_s001_ref,7,2008,2005,68.1874202051876,-156.065769984692,2008-07-30,25,543,992,1089,1230,284,3,144.392425700245
st_s001_ref,st_s001_ref,7,2009,2005,68.1874202051876,-156.065769984692,2009-07-17,7,776,1002,940,1001,291,3,53.0146324913627
st_s001_ref,st_s001_ref,8,2009,2005,68.1874202051876,-156.065769984692,2009-08-18,1,1640,1614,1292,972,274,3,20.2096300003619
st_s001_ref,st_s001_ref,9,2009,2005,68.1874202051876,-156.065769984692,2009-09-03,8,409,592,521,426,285,3,23.6286818208263
st_s001_ref,st_s001_ref,8,1986,1990,68.1874202051876,-156.065769984692,1986-08-26,6,299,376,323,331,279,3,26.2503774863741
st_s001_ref,st_s001_ref,9,1995,1995,68.1874202051876,-156.065769984692,1995-09-04,4,331,454,498,365,277,3,47.9335400984206
st_s001_ref,st_s001_ref,8,2006,2005,68.1874202051876,-156.065769984692,2006-08-01,16,613,858,738,671,289,3,27.8811118811597
st_s001_ref,st_s001_ref,9,2006,2005,68.1874202051876,-156.065769984692,2006-09-02,4,358,572,559,529,285,3,70.1058668570267
st_s001_ref,st_s001_ref,8,2007,2005,68.1874202051876,-156.065769984692,2007-08-20,4,383,592,526,468,290,3,36.0356586850646
st_s001_ref,st_s001_ref,8,2008,2005,68.1874202051876,-156.065769984692,2008-08-22,4,400,553,541,479,288,3,54.7622139519066
st_s001_ref,st_s001_ref,5,2009,2005,68.1874202051876,-156.065769984692,2009-05-05,3,1657,1710,1864,1410,271,3,109.09331895081
st_s001_ref,st_s001_ref,5,2009,2005,68.1874202051876,-156.065769984692,2009-05-21,13,949,1117,1218,943,286,3,114.53406903626
st_s001_ref,st_s001_ref,8,2010,2010,68.1874202051876,-156.065769984692,2010-08-28,97,235,286,229,393,283,3,24.7903321316957
st_s001_ref,st_s001_ref,5,2011,2010,68.1874202051876,-156.065769984692,2011-05-27,20,649,998,1117,894,294,3,96.0805178943912
st_s001_ref,st_s001_ref,5,2021,2015,68.1874202051876,-156.065769984692,2021-05-25,15,1017,1156,1188,1079,280,3,82.7817928718023
st_s001_ref,st_s001_ref,7,2021,2015,68.1874202051876,-156.065769984692,2021-07-12,1,424,602,496,1074,291,3,28.6655772814525
st_s001_ref,st_s001_ref,8,2022,2015,68.1874202051876,-156.065769984692,2022-08-04,1,361,510,440,1099,293,3,101.210740385942
st_s001_ref,st_s001_ref,6,2000,2000,68.1874202051876,-156.065769984692,2000-06-07,14,1002,1216,1352,1053,281,3,112.908649065121
st_s001_ref,st_s001_ref,6,2000,2000,68.1874202051876,-156.065769984692,2000-06-23,14,359,517,447,454,292,3,28.6023753990942
st_s001_ref,st_s001_ref,7,2000,2000,68.1874202051876,-156.065769984692,2000-07-09,5,590,696,617,1076,288,3,41.1245765083626
st_s001_ref,st_s001_ref,8,2000,2000,68.1874202051876,-156.065769984692,2000-08-26,4,420,498,358,425,278,3,16.1208040101409
st_s001_ref,st_s001_ref,6,2001,2000,68.1874202051876,-156.065769984692,2001-06-10,16,843,1137,1301,896,286,3,133.092050198088
st_s001_ref,st_s001_ref,5,2002,2000,68.1874202051876,-156.065769984692,2002-05-28,16,574,725,752,542,280,3,58.8918347077538
st_s001_ref,st_s001_ref,7,2002,2000,68.1874202051876,-156.065769984692,2002-07-15,5,146,165,132,239,288,3,18.7394701957585
st_s001_ref,st_s001_ref,7,2002,2000,68.1874202051876,-156.065769984692,2002-07-31,6,470,577,495,836,293,3,25.9112249524629
st_s001_ref,st_s001_ref,7,2003,2000,68.1874202051876,-156.065769984692,2003-07-18,2,311,432,338,432,287,3,23.9305237293193
st_s001_ref,st_s001_ref,7,2004,2000,68.1874202051876,-156.065769984692,2004-07-20,15,627,855,799,988,289,3,56.445828783154
st_s001_ref,st_s001_ref,8,2004,2000,68.1874202051876,-156.065769984692,2004-08-21,14,678,1009,1013,726,293,3,59.2690233638721
st_s001_ref,st_s001_ref,6,2005,2005,68.1874202051876,-156.065769984692,2005-06-05,16,740,925,930,575,285,3,56.4738048374791
st_s001_ref,st_s001_ref,6,2005,2005,68.1874202051876,-156.065769984692,2005-06-21,6,645,780,722,1147,291,3,41.2207718187698
st_s001_ref,st_s001_ref,7,2005,2005,68.1874202051876,-156.065769984692,2005-07-07,15,521,693,555,716,289,3,27.6804905322192
st_s001_ref,st_s001_ref,8,2006,2005,68.1874202051876,-156.065769984692,2006-08-27,2,355,459,470,472,283,3,90.9151436834934
st_s001_ref,st_s001_ref,6,2007,2005,68.1874202051876,-156.065769984692,2007-06-11,10,455,574,494,584,292,3,31.9985534207205
st_s001_ref,st_s001_ref,8,2007,2005,68.1874202051876,-156.065769984692,2007-08-30,3,486,584,552,496,286,3,29.9114768849549
st_s001_ref,st_s001_ref,6,2008,2005,68.1874202051876,-156.065769984692,2008-06-13,1,527,815,925,929,295,3,134.295767628849
st_s001_ref,st_s001_ref,6,2008,2005,68.1874202051876,-156.065769984692,2008-06-29,2,369,498,416,454,292,3,28.6638476822205
st_s001_ref,st_s001_ref,8,2008,2005,68.1874202051876,-156.065769984692,2008-08-16,1,489,493,462,461,286,3,30.3518073565225
st_s001_ref,st_s001_ref,9,2008,2005,68.1874202051876,-156.065769984692,2008-09-01,1,689,750,784,1008,279,3,60.1457877471883
st_s001_ref,st_s001_ref,5,2009,2005,68.1874202051876,-156.065769984692,2009-05-31,2,582,529,464,434,281,3,19.8836335543534
st_s001_ref,st_s001_ref,7,2009,2005,68.1874202051876,-156.065769984692,2009-07-02,3,698,866,713,1191,294,3,40.4690227776513
st_s001_ref,st_s001_ref,9,2009,2005,68.1874202051876,-156.065769984692,2009-09-04,1,616,630,570,569,285,3,42.745704664845
st_s001_ref,st_s001_ref,6,2010,2010,68.1874202051876,-156.065769984692,2010-06-03,9,721,834,857,777,284,3,58.8290279779158
st_s001_ref,st_s001_ref,7,2011,2010,68.1874202051876,-156.065769984692,2011-07-24,1,456,616,601,1012,289,3,78.3091503264759
st_s001_ref,st_s001_ref,6,2013,2010,68.1874202051876,-156.065769984692,2013-06-11,9,467,588,531,625,287,3,27.5548458234597
st_s001_ref,st_s001_ref,7,2013,2010,68.1874202051876,-156.065769984692,2013-07-13,4,379,507,422,745,297,3,37.6712184370412
st_s001_ref,st_s001_ref,6,2014,2010,68.1874202051876,-156.065769984692,2014-06-14,13,661,859,942,789,282,3,97.6044928626042
st_s001_ref,st_s001_ref,6,2015,2015,68.1874202051876,-156.065769984692,2015-06-01,5,561,759,778,718,282,3,72.4753310406397
st_s001_ref,st_s001_ref,6,2015,2015,68.1874202051876,-156.065769984692,2015-06-17,8,622,775,703,887,291,3,34.6408053848106
st_s001_ref,st_s001_ref,8,2015,2015,68.1874202051876,-156.065769984692,2015-08-04,1,304,527,421,360,286,3,39.4747371371182
st_s001_ref,st_s001_ref,9,2015,2015,68.1874202051876,-156.065769984692,2015-09-05,3,477,518,426,425,283,3,16.3907658836863
st_s001_ref,st_s001_ref,5,2016,2015,68.1874202051876,-156.065769984692,2016-05-18,1,851,935,1011,934,280,3,125.469745847283
st_s001_ref,st_s001_ref,7,2016,2015,68.1874202051876,-156.065769984692,2016-07-05,6,408,466,417,761,289,3,31.6499124097403
st_s001_ref,st_s001_ref,6,2017,2015,68.1874202051876,-156.065769984692,2017-06-06,8,600,866,937,766,285,3,87.4241113438994
st_s001_ref,st_s001_ref,7,2017,2015,68.1874202051876,-156.065769984692,2017-07-08,4,399,508,446,783,298,3,31.6631429536088
st_s001_ref,st_s001_ref,8,2018,2015,68.1874202051876,-156.065769984692,2018-08-12,1,398,450,429,490,283,3,62.1867819839147
st_s001_ref,st_s001_ref,6,2019,2015,68.1874202051876,-156.065769984692,2019-06-28,5,528,817,803,1254,292,3,66.9629485399917
st_s001_ref,st_s001_ref,7,2019,2015,68.1874202051876,-156.065769984692,2019-07-14,26,410,441,332,673,290,3,15.37910069619
st_s001_ref,st_s001_ref,8,2019,2015,68.1874202051876,-156.065769984692,2019-08-31,11,479,692,631,539,284,3,30.7942812423971
st_s001_ref,st_s001_ref,5,2020,2015,68.1874202051876,-156.065769984692,2020-05-13,4,1425,1470,1655,1392,274,3,132.711503564573
st_s001_ref,st_s001_ref,5,2020,2015,68.1874202051876,-156.065769984692,2020-05-29,16,524,777,894,740,287,3,100.067297040328
st_s001_ref,st_s001_ref,6,2020,2015,68.1874202051876,-156.065769984692,2020-06-14,8,458,607,544,634,291,3,39.0332742260133
st_s001_ref,st_s001_ref,7,2020,2015,68.1874202051876,-156.065769984692,2020-07-16,1,409,562,411,1194,293,3,37.6400855200774
st_s001_ref,st_s001_ref,8,2020,2015,68.1874202051876,-156.065769984692,2020-08-17,8,661,758,752,1154,289,3,56.1923549512811
st_s001_ref,st_s001_ref,6,2021,2015,68.1874202051876,-156.065769984692,2021-06-17,5,579,768,656,559,293,3,27.0106791612051
st_s001_ref,st_s001_ref,8,2021,2015,68.1874202051876,-156.065769984692,2021-08-04,3,316,443,311,383,293,3,14.3429141651825
st_s001_ref,st_s001_ref,6,2022,2015,68.1874202051876,-156.065769984692,2022-06-02,19,856,848,861,860,278,3,61.7773758398415
st_s001_ref,st_s001_ref,8,2023,2015,68.1874202051876,-156.065769984692,2023-08-12,4,447,559,422,1067,286,3,31.8518904513565
st_s001_ref,st_s001_ref,8,1999,1995,68.1874202051876,-156.065769984692,1999-08-31,2,305,426,437,410,284,3,68.1693644857491
st_s001_ref,st_s001_ref,6,2000,2000,68.1874202051876,-156.065769984692,2000-06-30,11,306,431,367,495,292,3,23.7227494537867
