site_no,station_nm,month,year,decade,Latitude,Longitude,sample_dt,num_pix,B1,B2,B3,B4,B6,cluster,SSC_mgL,ten_day,reference
st_s002_ref,st_s002_ref,7,1985,1990,68.5406702051966,-131.947049984511,1985-07-31,1,206,299,234,311,287,6,8.17521297110209,210,Reference
st_s002_ref,st_s002_ref,6,1987,1990,68.5406702051966,-131.947049984511,1987-06-03,5,379,477,477,602,283,6,11.5015620487939,150,Reference
st_s002_ref,st_s002_ref,6,1988,1990,68.5406702051966,-131.947049984511,1988-06-21,2,240,251,248,201,293,6,7.26244346823546,170,Reference
st_s002_ref,st_s002_ref,6,1989,1990,68.5406702051966,-131.947049984511,1989-06-08,1,268,328,347,316,290,6,10.592000570815,150,Reference
st_s002_ref,st_s002_ref,8,1989,1990,68.5406702051966,-131.947049984511,1989-08-27,3,447,577,512,484,291,6,11.2124719579691,230,Reference
st_s002_ref,st_s002_ref,6,1990,1990,68.5406702051966,-131.947049984511,1990-06-27,2,229,273,270,311,291,6,8.63613287358326,170,Reference
st_s002_ref,st_s002_ref,8,1990,1990,68.5406702051966,-131.947049984511,1990-08-14,1,209,246,273,298,290,6,14.5581071459734,220,Reference
st_s002_ref,st_s002_ref,5,1991,1990,68.5406702051966,-131.947049984511,1991-05-13,11,454,384,394,462,287,6,5.90900778936874,130,Reference
st_s002_ref,st_s002_ref,5,1991,1990,68.5406702051966,-131.947049984511,1991-05-29,2,215,186,238,223,289,6,9.3285774639522,140,Reference
st_s002_ref,st_s002_ref,6,1991,1990,68.5406702051966,-131.947049984511,1991-06-14,1,227,285,309,228,291,6,16.6958906238774,160,Reference
st_s002_ref,st_s002_ref,6,1994,1990,68.5406702051966,-131.947049984511,1994-06-06,3,213,226,202,190,287,6,3.76394293631018,150,Reference
st_s002_ref,st_s002_ref,5,1995,1995,68.5406702051966,-131.947049984511,1995-05-24,15,761,700,771,1039,278,6,13.5040487714914,140,Reference
st_s002_ref,st_s002_ref,7,1995,1995,68.5406702051966,-131.947049984511,1995-07-11,1,166,149,160,315,296,6,7.02612689808391,190,Reference
st_s002_ref,st_s002_ref,7,1996,1995,68.5406702051966,-131.947049984511,1996-07-13,142,529,483,355,1121,292,6,7.05374723190602,190,Reference
st_s002_ref,st_s002_ref,8,1996,1995,68.5406702051966,-131.947049984511,1996-08-14,1,170,285,240,220,290,6,7.92834991356261,220,Reference
st_s002_ref,st_s002_ref,7,1998,1995,68.5406702051966,-131.947049984511,1998-07-19,8,444,536,331,1087,296,6,8.05555867656,200,Reference
st_s002_ref,st_s002_ref,8,1998,1995,68.5406702051966,-131.947049984511,1998-08-20,2,310,339,329,354,290,6,10.436406303369,230,Reference
st_s002_ref,st_s002_ref,9,1998,1995,68.5406702051966,-131.947049984511,1998-09-05,21,690,695,600,604,283,6,5.92737442603528,240,Reference
st_s002_ref,st_s002_ref,7,2004,2000,68.5406702051966,-131.947049984511,2004-07-19,1,308,281,289,249,292,6,6.08430662542169,200,Reference
st_s002_ref,st_s002_ref,6,2005,2005,68.5406702051966,-131.947049984511,2005-06-20,2,168,189,249,247,288,6,23.9680027812418,170,Reference
st_s002_ref,st_s002_ref,7,2006,2005,68.5406702051966,-131.947049984511,2006-07-09,1,170,212,154,136,288,6,3.02545529100452,190,Reference
st_s002_ref,st_s002_ref,7,2006,2005,68.5406702051966,-131.947049984511,2006-07-25,1,143,189,211,195,290,6,16.3851615458481,200,Reference
st_s002_ref,st_s002_ref,8,2006,2005,68.5406702051966,-131.947049984511,2006-08-10,1,168,225,194,112,290,6,6.5824744230869,220,Reference
st_s002_ref,st_s002_ref,7,2007,2005,68.5406702051966,-131.947049984511,2007-07-12,24,345,374,276,606,293,6,6.26849710396946,190,Reference
st_s002_ref,st_s002_ref,8,2007,2005,68.5406702051966,-131.947049984511,2007-08-29,2,242,270,298,593,287,6,17.5387600079948,240,Reference
st_s002_ref,st_s002_ref,8,2008,2005,68.5406702051966,-131.947049984511,2008-08-15,1,258,402,288,276,284,6,4.75425850077574,220,Reference
st_s002_ref,st_s002_ref,7,2009,2005,68.5406702051966,-131.947049984511,2009-07-17,1,252,366,312,292,286,6,13.0071385459747,190,Reference
st_s002_ref,st_s002_ref,9,2009,2005,68.5406702051966,-131.947049984511,2009-09-03,2,406,439,351,432,287,6,4.8632048548303,240,Reference
st_s002_ref,st_s002_ref,5,2010,2010,68.5406702051966,-131.947049984511,2010-05-01,10,936,991,975,1003,276,6,14.7334186662364,120,Reference
st_s002_ref,st_s002_ref,7,2010,2010,68.5406702051966,-131.947049984511,2010-07-04,2,319,419,395,1062,294,6,17.8941190559394,180,Reference
st_s002_ref,st_s002_ref,8,2010,2010,68.5406702051966,-131.947049984511,2010-08-05,1,219,213,233,292,300,6,16.1162305802674,210,Reference
st_s002_ref,st_s002_ref,7,2011,2010,68.5406702051966,-131.947049984511,2011-07-07,1,186,350,264,339,294,6,18.0344282695314,180,Reference
st_s002_ref,st_s002_ref,8,2011,2010,68.5406702051966,-131.947049984511,2011-08-08,7,340,488,358,655,289,6,11.8682037214572,220,Reference
st_s002_ref,st_s002_ref,8,1985,1990,68.5406702051966,-131.947049984511,1985-08-07,1,281,368,378,323,289,6,12.4260788564729,210,Reference
st_s002_ref,st_s002_ref,8,1986,1990,68.5406702051966,-131.947049984511,1986-08-10,1,185,265,244,223,292,6,20.4094175963852,220,Reference
st_s002_ref,st_s002_ref,7,1988,1990,68.5406702051966,-131.947049984511,1988-07-14,1,150,285,232,326,297,6,13.6986541295647,190,Reference
st_s002_ref,st_s002_ref,6,1989,1990,68.5406702051966,-131.947049984511,1989-06-15,2,146,244,237,190,287,6,26.2220381285498,160,Reference
st_s002_ref,st_s002_ref,8,1989,1990,68.5406702051966,-131.947049984511,1989-08-18,3,156,264,239,423,289,6,12.7650266191568,230,Reference
st_s002_ref,st_s002_ref,7,1990,1990,68.5406702051966,-131.947049984511,1990-07-04,1,168,209,245,283,295,6,20.3769903485453,180,Reference
st_s002_ref,st_s002_ref,6,1994,1990,68.5406702051966,-131.947049984511,1994-06-13,1,197,279,208,234,291,6,3.03839340927231,160,Reference
st_s002_ref,st_s002_ref,7,1995,1995,68.5406702051966,-131.947049984511,1995-07-02,1,196,204,170,270,292,6,5.1524451478226,180,Reference
st_s002_ref,st_s002_ref,8,2003,2000,68.5406702051966,-131.947049984511,2003-08-09,2,219,271,232,301,288,6,6.82340972832605,220,Reference
st_s002_ref,st_s002_ref,6,2004,2000,68.5406702051966,-131.947049984511,2004-06-08,3,376,460,507,600,286,6,11.9909695895999,160,Reference
st_s002_ref,st_s002_ref,7,2004,2000,68.5406702051966,-131.947049984511,2004-07-26,1,174,229,245,96,295,6,13.9378291873169,200,Reference
st_s002_ref,st_s002_ref,5,2005,2005,68.5406702051966,-131.947049984511,2005-05-26,9,69,108,106,159,281,6,4.37218053084357,140,Reference
st_s002_ref,st_s002_ref,8,2005,2005,68.5406702051966,-131.947049984511,2005-08-14,3,158,200,177,290,287,6,13.8260471047519,220,Reference
st_s002_ref,st_s002_ref,6,2006,2005,68.5406702051966,-131.947049984511,2006-06-14,2,235,317,296,239,295,6,17.7157905838774,160,Reference
st_s002_ref,st_s002_ref,8,2006,2005,68.5406702051966,-131.947049984511,2006-08-01,4,159,184,207,285,297,6,16.9291623031033,210,Reference
st_s002_ref,st_s002_ref,7,2007,2005,68.5406702051966,-131.947049984511,2007-07-03,2,139,223,203,232,290,6,16.3569886949838,180,Reference
st_s002_ref,st_s002_ref,9,2007,2005,68.5406702051966,-131.947049984511,2007-09-05,2,182,239,275,301,284,6,19.5623712951545,240,Reference
st_s002_ref,st_s002_ref,7,2008,2005,68.5406702051966,-131.947049984511,2008-07-05,1,153,186,209,152,296,6,8.56248950031872,180,Reference
st_s002_ref,st_s002_ref,6,2009,2005,68.5406702051966,-131.947049984511,2009-06-22,1,323,444,292,390,292,6,6.22110627444116,170,Reference
st_s002_ref,st_s002_ref,7,2009,2005,68.5406702051966,-131.947049984511,2009-07-08,3,207,314,239,403,287,6,7.9350447391358,180,Reference
st_s002_ref,st_s002_ref,8,2009,2005,68.5406702051966,-131.947049984511,2009-08-25,3,499,686,701,1315,292,6,35.1979408713779,230,Reference
st_s002_ref,st_s002_ref,5,2011,2010,68.5406702051966,-131.947049984511,2011-05-27,2,361,485,527,616,291,6,17.2032445590524,140,Reference
st_s002_ref,st_s002_ref,8,2011,2010,68.5406702051966,-131.947049984511,2011-08-31,3,209,282,229,343,282,6,9.16217470746536,240,Reference
st_s002_ref,st_s002_ref,7,1986,1990,68.5406702051966,-131.947049984511,1986-07-16,1,296,422,438,449,292,6,27.2960918897468,190,Reference
st_s002_ref,st_s002_ref,9,1986,1990,68.5406702051966,-131.947049984511,1986-09-02,2,257,382,379,584,287,6,30.9658006542118,240,Reference
st_s002_ref,st_s002_ref,8,1988,1990,68.5406702051966,-131.947049984511,1988-08-06,3,451,610,453,954,289,6,11.4540502740936,210,Reference
st_s002_ref,st_s002_ref,6,1989,1990,68.5406702051966,-131.947049984511,1989-06-22,2,167,227,222,192,294,6,6.20060364355246,170,Reference
st_s002_ref,st_s002_ref,7,1991,1990,68.5406702051966,-131.947049984511,1991-07-30,2,220,300,299,311,290,6,20.5885563031956,210,Reference
st_s002_ref,st_s002_ref,7,1994,1990,68.5406702051966,-131.947049984511,1994-07-22,1,206,318,275,383,293,6,8.50812730091625,200,Reference
st_s002_ref,st_s002_ref,6,1995,1995,68.5406702051966,-131.947049984511,1995-06-07,1,113,141,154,149,293,6,9.58701692886758,150,Reference
st_s002_ref,st_s002_ref,6,1996,1995,68.5406702051966,-131.947049984511,1996-06-09,7,400,442,492,403,288,6,12.3391458979781,160,Reference
st_s002_ref,st_s002_ref,8,1996,1995,68.5406702051966,-131.947049984511,1996-08-28,3,253,400,427,392,278,6,64.5159216829861,240,Reference
st_s002_ref,st_s002_ref,6,1998,1995,68.5406702051966,-131.947049984511,1998-06-15,2,207,239,174,242,291,6,3.67236877375546,160,Reference
st_s002_ref,st_s002_ref,6,1999,1995,68.5406702051966,-131.947049984511,1999-06-02,2,292,360,385,491,287,6,5.08307667957652,150,Reference
st_s002_ref,st_s002_ref,7,1999,1995,68.5406702051966,-131.947049984511,1999-07-04,1,280,321,355,192,289,6,14.503523472497,180,Reference
st_s002_ref,st_s002_ref,8,1999,1995,68.5406702051966,-131.947049984511,1999-08-21,2,129,259,268,261,288,6,72.2762311046377,230,Reference
st_s002_ref,st_s002_ref,7,2004,2000,68.5406702051966,-131.947049984511,2004-07-01,2,201,210,212,313,291,6,9.53794940716683,180,Reference
st_s002_ref,st_s002_ref,6,2005,2005,68.5406702051966,-131.947049984511,2005-06-18,2,190,223,201,270,286,6,6.3837837488543,160,Reference
st_s002_ref,st_s002_ref,6,2006,2005,68.5406702051966,-131.947049984511,2006-06-05,11,271,353,377,300,282,6,18.2899434826987,150,Reference
st_s002_ref,st_s002_ref,7,2007,2005,68.5406702051966,-131.947049984511,2007-07-10,1,247,308,347,290,298,6,22.2114972215836,190,Reference
st_s002_ref,st_s002_ref,6,2008,2005,68.5406702051966,-131.947049984511,2008-06-26,2,134,201,203,320,297,6,21.1144554809129,170,Reference
st_s002_ref,st_s002_ref,7,2008,2005,68.5406702051966,-131.947049984511,2008-07-28,1,385,525,429,1229,293,6,18.0566942033639,210,Reference
st_s002_ref,st_s002_ref,6,2009,2005,68.5406702051966,-131.947049984511,2009-06-13,6,233,362,313,315,285,6,12.9496198265952,160,Reference
st_s002_ref,st_s002_ref,8,2010,2010,68.5406702051966,-131.947049984511,2010-08-19,1,106,224,238,196,290,6,164.617483645766,230,Reference
st_s002_ref,st_s002_ref,9,2010,2010,68.5406702051966,-131.947049984511,2010-09-04,4,166,197,215,265,282,6,7.83346265790942,240,Reference
st_s002_ref,st_s002_ref,8,1999,1995,68.5406702051966,-131.947049984511,1999-08-08,1,182,214,224,447,292,6,7.422137683832,220,Reference
st_s002_ref,st_s002_ref,8,1999,1995,68.5406702051966,-131.947049984511,1999-08-24,2,219,251,212,247,285,6,6.10311666915809,230,Reference
st_s002_ref,st_s002_ref,6,2001,2000,68.5406702051966,-131.947049984511,2001-06-10,7,385,405,492,475,283,6,21.1377450730709,160,Reference
st_s002_ref,st_s002_ref,5,2002,2000,68.5406702051966,-131.947049984511,2002-05-28,6,652,541,497,585,276,6,4.87413907512702,140,Reference
st_s002_ref,st_s002_ref,8,2004,2000,68.5406702051966,-131.947049984511,2004-08-05,1,59,178,167,323,286,6,644.755638564691,210,Reference
st_s002_ref,st_s002_ref,7,2006,2005,68.5406702051966,-131.947049984511,2006-07-26,2,130,160,154,264,292,6,11.7415661748203,200,Reference
st_s002_ref,st_s002_ref,6,2008,2005,68.5406702051966,-131.947049984511,2008-06-29,1,149,215,211,421,291,6,10.5349846458095,180,Reference
st_s002_ref,st_s002_ref,8,2008,2005,68.5406702051966,-131.947049984511,2008-08-16,2,291,326,264,682,285,6,8.21590004727112,220,Reference
st_s002_ref,st_s002_ref,5,2010,2010,68.5406702051966,-131.947049984511,2010-05-02,10,1087,1147,1362,1461,275,6,47.9311221593599,120,Reference
st_s002_ref,st_s002_ref,5,2011,2010,68.5406702051966,-131.947049984511,2011-05-21,7,1555,1337,1241,1147,273,6,5.0603917944407,140,Reference
st_s002_ref,st_s002_ref,6,2011,2010,68.5406702051966,-131.947049984511,2011-06-22,1,356,378,337,1240,297,6,10.8490904626028,170,Reference
st_s002_ref,st_s002_ref,6,2016,2015,68.5406702051966,-131.947049984511,2016-06-19,1,410,517,418,1245,297,6,17.1000918751067,170,Reference
st_s002_ref,st_s002_ref,8,2016,2015,68.5406702051966,-131.947049984511,2016-08-06,5,358,535,605,1196,288,6,95.9975002621175,210,Reference
st_s002_ref,st_s002_ref,5,2017,2015,68.5406702051966,-131.947049984511,2017-05-21,3,372,495,564,800,282,6,25.6887196413363,140,Reference
st_s002_ref,st_s002_ref,8,2017,2015,68.5406702051966,-131.947049984511,2017-08-09,8,217,211,118,374,293,6,4.66092790867571,220,Reference
st_s002_ref,st_s002_ref,6,2019,2015,68.5406702051966,-131.947049984511,2019-06-28,1,250,329,262,338,289,6,7.90453437725247,170,Reference
st_s002_ref,st_s002_ref,8,2020,2015,68.5406702051966,-131.947049984511,2020-08-01,2,293,420,356,1179,294,6,23.6282718138193,210,Reference
st_s002_ref,st_s002_ref,6,2021,2015,68.5406702051966,-131.947049984511,2021-06-17,1,193,272,216,286,290,6,12.2151046862681,160,Reference
st_s002_ref,st_s002_ref,7,2021,2015,68.5406702051966,-131.947049984511,2021-07-19,2,337,476,450,1095,290,6,26.0870179305809,200,Reference
st_s002_ref,st_s002_ref,6,2022,2015,68.5406702051966,-131.947049984511,2022-06-02,1,372,461,580,593,278,6,41.667844812481,150,Reference
st_s002_ref,st_s002_ref,6,2022,2015,68.5406702051966,-131.947049984511,2022-06-19,2,224,256,243,274,286,6,8.46144967416514,170,Reference
st_s002_ref,st_s002_ref,7,2022,2015,68.5406702051966,-131.947049984511,2022-07-06,10,493,555,407,1304,298,6,8.61010932249221,180,Reference
st_s002_ref,st_s002_ref,6,2023,2015,68.5406702051966,-131.947049984511,2023-06-24,2,228,272,250,357,288,6,8.74153673283839,170,Reference
st_s002_ref,st_s002_ref,7,1999,1995,68.5406702051966,-131.947049984511,1999-07-14,1,121,220,189,308,290,6,40.3593727784642,190,Reference
st_s002_ref,st_s002_ref,7,1999,1995,68.5406702051966,-131.947049984511,1999-07-30,2,161,250,263,389,291,6,32.8125718931389,210,Reference
st_s002_ref,st_s002_ref,6,2000,2000,68.5406702051966,-131.947049984511,2000-06-14,24,513,412,393,392,287,6,4.43384029304389,160,Reference
st_s002_ref,st_s002_ref,8,2000,2000,68.5406702051966,-131.947049984511,2000-08-17,1,168,147,181,156,285,6,7.66890459514198,230,Reference
st_s002_ref,st_s002_ref,8,2001,2000,68.5406702051966,-131.947049984511,2001-08-04,1,215,230,186,395,289,6,7.46813987826231,210,Reference
st_s002_ref,st_s002_ref,8,2001,2000,68.5406702051966,-131.947049984511,2001-08-20,2,167,216,211,325,286,6,19.7670593073639,230,Reference
st_s002_ref,st_s002_ref,8,2002,2000,68.5406702051966,-131.947049984511,2002-08-07,1,161,150,187,337,286,6,14.3042344041972,210,Reference
st_s002_ref,st_s002_ref,8,2003,2000,68.5406702051966,-131.947049984511,2003-08-26,1,312,275,314,312,289,6,8.59135457621922,230,Reference
st_s002_ref,st_s002_ref,8,2005,2005,68.5406702051966,-131.947049984511,2005-08-15,2,160,164,181,339,288,6,14.5451780625327,220,Reference
st_s002_ref,st_s002_ref,6,2006,2005,68.5406702051966,-131.947049984511,2006-06-15,1,199,262,323,378,290,6,21.0785131417991,160,Reference
st_s002_ref,st_s002_ref,8,2006,2005,68.5406702051966,-131.947049984511,2006-08-02,1,127,167,227,293,295,6,40.0098399594636,210,Reference
st_s002_ref,st_s002_ref,9,2006,2005,68.5406702051966,-131.947049984511,2006-09-03,2,222,229,271,381,283,6,17.7035851797402,240,Reference
st_s002_ref,st_s002_ref,6,2007,2005,68.5406702051966,-131.947049984511,2007-06-18,2,193,209,232,306,288,6,11.3939665788327,160,Reference
st_s002_ref,st_s002_ref,9,2007,2005,68.5406702051966,-131.947049984511,2007-09-06,2,332,272,333,362,283,6,7.19217973396698,240,Reference
st_s002_ref,st_s002_ref,6,2008,2005,68.5406702051966,-131.947049984511,2008-06-20,2,190,174,184,330,287,6,10.5678656706604,170,Reference
st_s002_ref,st_s002_ref,7,2011,2010,68.5406702051966,-131.947049984511,2011-07-15,1,168,210,169,395,294,6,8.61182417334706,190,Reference
st_s002_ref,st_s002_ref,7,2011,2010,68.5406702051966,-131.947049984511,2011-07-31,2,258,254,203,367,295,6,4.70090811982864,210,Reference
st_s002_ref,st_s002_ref,5,2012,2010,68.5406702051966,-131.947049984511,2012-05-30,23,537,494,460,650,281,6,6.74549682266475,150,Reference
st_s002_ref,st_s002_ref,7,2012,2010,68.5406702051966,-131.947049984511,2012-07-01,1,207,240,271,367,296,6,19.6433928217832,180,Reference
st_s002_ref,st_s002_ref,8,2012,2010,68.5406702051966,-131.947049984511,2012-08-18,2,183,247,292,381,290,6,61.4984225225127,230,Reference
st_s002_ref,st_s002_ref,7,2013,2010,68.5406702051966,-131.947049984511,2013-07-04,4,309,367,381,1100,290,6,21.9782592243395,180,Reference
st_s002_ref,st_s002_ref,9,2013,2010,68.5406702051966,-131.947049984511,2013-09-06,1,410,474,586,571,283,6,58.8455701605494,240,Reference
st_s002_ref,st_s002_ref,7,2014,2010,68.5406702051966,-131.947049984511,2014-07-07,2,154,191,185,354,293,6,11.6836414483527,180,Reference
st_s002_ref,st_s002_ref,6,2016,2015,68.5406702051966,-131.947049984511,2016-06-26,7,323,493,520,1089,296,6,63.1345140434841,170,Reference
st_s002_ref,st_s002_ref,7,2016,2015,68.5406702051966,-131.947049984511,2016-07-28,1,161,330,407,294,294,6,614.654344633735,210,Reference
st_s002_ref,st_s002_ref,8,2016,2015,68.5406702051966,-131.947049984511,2016-08-13,3,314,480,543,1189,293,6,83.5801033121932,220,Reference
st_s002_ref,st_s002_ref,6,2017,2015,68.5406702051966,-131.947049984511,2017-06-29,2,203,347,370,726,291,6,79.8664028134511,180,Reference
st_s002_ref,st_s002_ref,8,2020,2015,68.5406702051966,-131.947049984511,2020-08-24,1,269,243,198,264,290,6,4.10138145672157,230,Reference
st_s002_ref,st_s002_ref,6,2021,2015,68.5406702051966,-131.947049984511,2021-06-24,1,271,310,261,418,297,6,9.2100621805053,170,Reference
st_s002_ref,st_s002_ref,8,2021,2015,68.5406702051966,-131.947049984511,2021-08-11,4,446,515,420,1213,287,6,12.4908640864017,220,Reference
st_s002_ref,st_s002_ref,6,2023,2015,68.5406702051966,-131.947049984511,2023-06-12,1,129,240,286,409,287,6,75.2043508338647,160,Reference
st_s002_ref,st_s002_ref,7,2023,2015,68.5406702051966,-131.947049984511,2023-07-04,1,282,415,340,1323,302,6,9.58318771627579,180,Reference
st_s002_ref,st_s002_ref,7,2023,2015,68.5406702051966,-131.947049984511,2023-07-26,6,542,529,439,1248,296,6,9.72126616751497,200,Reference
st_s002_ref,st_s002_ref,7,1999,1995,68.5406702051966,-131.947049984511,1999-07-05,7,630,651,634,1224,284,6,13.083876018121,180,Reference
st_s002_ref,st_s002_ref,7,2004,2000,68.5406702051966,-131.947049984511,2004-07-02,5,397,499,402,1076,291,6,11.6352951501232,180,Reference
st_s002_ref,st_s002_ref,7,2004,2000,68.5406702051966,-131.947049984511,2004-07-18,1,173,225,203,249,293,6,10.6985820478522,200,Reference
st_s002_ref,st_s002_ref,7,2007,2005,68.5406702051966,-131.947049984511,2007-07-11,1,276,320,338,435,298,6,20.4942418244154,190,Reference
st_s002_ref,st_s002_ref,8,2007,2005,68.5406702051966,-131.947049984511,2007-08-12,2,171,215,207,409,288,6,16.7368050306802,220,Reference
st_s002_ref,st_s002_ref,8,2007,2005,68.5406702051966,-131.947049984511,2007-08-28,3,174,246,244,383,286,6,22.7036028399426,240,Reference
st_s002_ref,st_s002_ref,9,2009,2005,68.5406702051966,-131.947049984511,2009-09-02,5,256,320,322,472,285,6,10.9641933734307,240,Reference
st_s002_ref,st_s002_ref,8,2010,2010,68.5406702051966,-131.947049984511,2010-08-04,1,181,189,215,399,294,6,13.8744298918596,210,Reference
st_s002_ref,st_s002_ref,6,2012,2010,68.5406702051966,-131.947049984511,2012-06-22,1,217,214,211,323,293,6,7.54549710061689,170,Reference
st_s002_ref,st_s002_ref,8,2012,2010,68.5406702051966,-131.947049984511,2012-08-09,1,164,205,185,405,291,6,10.7811728674083,220,Reference
st_s002_ref,st_s002_ref,8,2013,2010,68.5406702051966,-131.947049984511,2013-08-12,1,225,231,211,356,296,6,6.04876179805603,220,Reference
st_s002_ref,st_s002_ref,8,2013,2010,68.5406702051966,-131.947049984511,2013-08-28,1,229,298,333,443,283,6,82.5245926009544,240,Reference
st_s002_ref,st_s002_ref,5,2017,2015,68.5406702051966,-131.947049984511,2017-05-19,66,658,654,636,1143,280,6,11.7276132303123,130,Reference
st_s002_ref,st_s002_ref,8,2017,2015,68.5406702051966,-131.947049984511,2017-08-07,2,168,256,287,452,294,6,77.3665773783226,210,Reference
st_s002_ref,st_s002_ref,6,2019,2015,68.5406702051966,-131.947049984511,2019-06-26,7,204,211,134,352,285,6,6.2100619714666,170,Reference
st_s002_ref,st_s002_ref,5,2020,2015,68.5406702051966,-131.947049984511,2020-05-27,45,721,769,812,1155,281,6,20.0210922536036,140,Reference
st_s002_ref,st_s002_ref,6,2020,2015,68.5406702051966,-131.947049984511,2020-06-28,1,184,178,211,229,289,6,11.1460010605494,180,Reference
st_s002_ref,st_s002_ref,6,2021,2015,68.5406702051966,-131.947049984511,2021-06-15,1,243,346,351,1015,295,6,10.2561762188908,160,Reference
st_s002_ref,st_s002_ref,7,2021,2015,68.5406702051966,-131.947049984511,2021-07-17,1,268,326,344,403,295,6,17.0279220700841,190,Reference
st_s002_ref,st_s002_ref,7,2022,2015,68.5406702051966,-131.947049984511,2022-07-16,1,325,458,418,1118,289,6,13.5621884384818,190,Reference
st_s002_ref,st_s002_ref,7,2023,2015,68.5406702051966,-131.947049984511,2023-07-09,1,145,296,299,372,296,6,114.119612729286,190,Reference
st_s002_ref,st_s002_ref,8,2023,2015,68.5406702051966,-131.947049984511,2023-08-05,3,398,457,363,1002,292,6,10.1401816324992,210,Reference
st_s002_ref,st_s002_ref,6,2000,2000,68.5406702051966,-131.947049984511,2000-06-12,22,235,272,233,305,283,6,6.68123909825797,160,Reference
st_s002_ref,st_s002_ref,8,2000,2000,68.5406702051966,-131.947049984511,2000-08-31,2,110,159,169,303,281,6,16.9485527246488,240,Reference
st_s002_ref,st_s002_ref,7,2001,2000,68.5406702051966,-131.947049984511,2001-07-17,5,178,203,168,597,295,6,14.9953392258664,190,Reference
st_s002_ref,st_s002_ref,7,2002,2000,68.5406702051966,-131.947049984511,2002-07-20,2,132,220,187,407,298,6,29.4723629926845,200,Reference
st_s002_ref,st_s002_ref,9,2002,2000,68.5406702051966,-131.947049984511,2002-09-06,3,158,157,242,367,288,6,28.0180491210367,240,Reference
st_s002_ref,st_s002_ref,7,2004,2000,68.5406702051966,-131.947049984511,2004-07-25,2,147,245,214,717,293,6,11.8925741196934,200,Reference
st_s002_ref,st_s002_ref,8,2004,2000,68.5406702051966,-131.947049984511,2004-08-10,3,425,454,334,978,294,6,8.45837177073732,220,Reference
st_s002_ref,st_s002_ref,8,2005,2005,68.5406702051966,-131.947049984511,2005-08-29,3,163,196,154,402,284,6,5.5357474990131,240,Reference
st_s002_ref,st_s002_ref,6,2007,2005,68.5406702051966,-131.947049984511,2007-06-16,3,228,236,226,439,289,6,9.04642900455708,160,Reference
st_s002_ref,st_s002_ref,9,2007,2005,68.5406702051966,-131.947049984511,2007-09-04,2,183,178,250,316,284,6,22.5330525914371,240,Reference
st_s002_ref,st_s002_ref,7,2008,2005,68.5406702051966,-131.947049984511,2008-07-04,1,136,231,149,274,295,6,5.35318641714349,180,Reference
st_s002_ref,st_s002_ref,6,2012,2010,68.5406702051966,-131.947049984511,2012-06-13,3,189,225,209,400,289,6,10.6313150583648,160,Reference
st_s002_ref,st_s002_ref,5,2013,2010,68.5406702051966,-131.947049984511,2013-05-31,1,670,735,711,1252,281,6,13.6145223509143,150,Reference
st_s002_ref,st_s002_ref,6,2014,2010,68.5406702051966,-131.947049984511,2014-06-03,2,260,341,418,408,279,6,41.1122346734977,150,Reference
st_s002_ref,st_s002_ref,5,2015,2015,68.5406702051966,-131.947049984511,2015-05-21,19,440,581,646,836,282,6,26.4368693165507,140,Reference
st_s002_ref,st_s002_ref,8,2015,2015,68.5406702051966,-131.947049984511,2015-08-09,2,285,336,306,754,292,6,12.2160584192962,220,Reference
st_s002_ref,st_s002_ref,6,2016,2015,68.5406702051966,-131.947049984511,2016-06-24,6,313,507,561,581,294,6,98.6599064006597,170,Reference
st_s002_ref,st_s002_ref,7,2017,2015,68.5406702051966,-131.947049984511,2017-07-29,6,70,102,86,277,290,6,11.0530275283146,210,Reference
st_s002_ref,st_s002_ref,6,2018,2015,68.5406702051966,-131.947049984511,2018-06-30,2,180,264,266,366,290,6,28.4800268166281,180,Reference
st_s002_ref,st_s002_ref,7,2018,2015,68.5406702051966,-131.947049984511,2018-07-16,1,200,269,293,315,292,6,24.742191790585,190,Reference
st_s002_ref,st_s002_ref,6,2019,2015,68.5406702051966,-131.947049984511,2019-06-17,2,224,246,249,338,287,6,9.3574735020456,160,Reference
st_s002_ref,st_s002_ref,8,2019,2015,68.5406702051966,-131.947049984511,2019-08-20,14,707,804,750,1328,275,6,14.6795874542035,230,Reference
st_s002_ref,st_s002_ref,7,2013,2010,68.5406702051966,-131.947049984511,2013-07-21,2,131,159,171,122,294,6,10.9029266115696,200,Reference
st_s002_ref,st_s002_ref,5,2015,2015,68.5406702051966,-131.947049984511,2015-05-24,12,123,223,308,229,290,6,132.046965321697,140,Reference
st_s002_ref,st_s002_ref,5,2016,2015,68.5406702051966,-131.947049984511,2016-05-10,6,453,778,746,1097,282,6,66.8212395077582,130,Reference
st_s002_ref,st_s002_ref,6,2016,2015,68.5406702051966,-131.947049984511,2016-06-11,5,115,183,215,321,288,6,27.7894785659831,160,Reference
st_s002_ref,st_s002_ref,6,2017,2015,68.5406702051966,-131.947049984511,2017-06-14,1,49,106,116,16,290,6,71.8274186181977,160,Reference
st_s002_ref,st_s002_ref,6,2017,2015,68.5406702051966,-131.947049984511,2017-06-30,6,132,221,265,224,293,6,47.4036639867252,180,Reference
st_s002_ref,st_s002_ref,8,2017,2015,68.5406702051966,-131.947049984511,2017-08-01,4,101,163,186,233,296,6,27.932902941949,210,Reference
