system:index,control,label,mean,net_change,.geo
11_11,3.3885131193274423,11,3.4190023832160805,0.030489263888638263,"{""type"":""Polygon"",""coordinates"":[[[-121.16277330968816,71.7675013161749],[-121.1647817013037,71.76741176699845],[-121.16663017150839,71.76715025001573],[-121.16817154531763,71.76673758851581],[-121.16928312077397,71.7662066389556],[-121.16987643870405,71.76559967290106],[-121.16990431712443,71.76496500971987],[-121.16936459252906,71.76435316884049],[-121.16830027474829,71.76381284833181],[-121.1667961084689,71.76338704993076],[-121.1649718197647,71.76310965853048],[-121.1629725876404,71.76300274764452],[-121.1609574985089,71.76307482448959],[-121.1590868992798,71.7633201537125],[-121.15750965064835,71.76371921331183],[-121.15635128995353,71.76424024665351],[-121.1557040420448,71.76484178764406],[-121.15561947215558,71.76547595888508],[-121.15610436749138,71.76609228107098],[-121.1571201796676,71.76664169091461],[-121.15858607777697,71.76708044784549],[-121.16038537386608,71.76737361811429],[-121.16237481206117,71.76749785823414],[-121.16277330968816,71.7675013161749]]]}"
12_12,-4.381720872518628,12,-4.30930931738687,0.07241155513175723,"{""type"":""Polygon"",""coordinates"":[[[-121.57647862040498,71.62541511547269],[-121.57847201163715,71.62532556638288],[-121.58030667632742,71.62506404963304],[-121.58183653898682,71.62465138843952],[-121.58293981408033,71.62412043916362],[-121.58352870279452,71.62351347328257],[-121.58355637498792,71.6228788101099],[-121.58302068269757,71.62226696907143],[-121.58196431403326,71.62172664828572],[-121.58047138054026,71.62130084957614],[-121.5786607142499,71.62102345793207],[-121.57667641036194,71.62091654694315],[-121.57467636782467,71.6209886238582],[-121.57281973668873,71.62123395330218],[-121.57125426640096,71.62163301320471],[-121.570104556927,71.62215404683714],[-121.56946214417594,71.62275558801525],[-121.56937820780777,71.62338975928212],[-121.56985948373,71.62400608132404],[-121.57086771089007,71.62455549089883],[-121.5723226617126,71.62499424751988],[-121.57410851968682,71.62528741753455],[-121.57608309911346,71.62541165753532],[-121.57647862040498,71.62541511547269]]]}"
13_13,3.0175233830730073,13,4.004656548472429,0.9871331653994218,"{""type"":""Polygon"",""coordinates"":[[[-121.30534217582019,71.67129693107682],[-121.3073403850094,71.67120738195919],[-121.30917948387876,71.67094586513453],[-121.31071304379385,71.67053320384257],[-121.31181898487483,71.67000225447534],[-121.31240929620752,71.66939528853854],[-121.31243703464182,71.66876062536313],[-121.31190004722158,71.66814878437577],[-121.31084112538889,71.66760846367906],[-121.30934458404677,71.66718266506861],[-121.30752954238336,71.66690527350288],[-121.30554044370533,71.66679836254703],[-121.3035355683627,71.66687043943959],[-121.30167445082499,71.66711576881255],[-121.30010519746068,71.66751482861767],[-121.29895270930975,71.66803586215669],[-121.29830874356108,71.66863740327453],[-121.29822460371585,71.6692715745331],[-121.29870704215705,71.66988789662129],[-121.29971770554334,71.67043730628245],[-121.30117617251523,71.67087606300302],[-121.30296634666404,71.67116923309936],[-121.3049456985627,71.67129347313838],[-121.30534217582019,71.67129693107682]]]}"
14_14,-0.462273040261626,14,3.338193752694593,3.800466792956219,"{""type"":""Polygon"",""coordinates"":[[[-120.74386680057894,71.53932083618267],[-120.74585121706374,71.53923128714473],[-120.74767762189522,71.53896977053431],[-120.74920059741213,71.53855710952423],[-120.75029890637613,71.53802616041857],[-120.7508851450703,71.53741919464137],[-120.75091269386428,71.5367845314738],[-120.75037941409882,71.5361726903401],[-120.74932780140124,71.53563236938852],[-120.74784158850872,71.53520657049422],[-120.74603907254479,71.53492917870422],[-120.74406370026392,71.53482226765364],[-120.74207266014795,71.53489434461058],[-120.7402243861602,71.53513967418692],[-120.73866596288241,71.53553873427099],[-120.73752142944706,71.5360597680775],[-120.73688190957012,71.53666130936789],[-120.73679835222558,71.53729548065022],[-120.73727746263334,71.53791180260595],[-120.73828115165598,71.53846121201977],[-120.73972955269493,71.53889996845531],[-120.74150737062504,71.53919313831786],[-120.74347306003237,71.53931737824735],[-120.74386680057894,71.53932083618267]]]}"
15_15,3.245616716369586,15,3.0711123620716236,-0.1745043542979623,"{""type"":""Polygon"",""coordinates"":[[[-121.27462931511846,71.49582975381877],[-121.27660923029897,71.49574020480686],[-121.27843149237924,71.49547868826639],[-121.27995101363244,71.49506602734837],[-121.28104683181978,71.4945350783281],[-121.28163174138633,71.49392811260303],[-121.2816592282852,71.49329344943801],[-121.28112715852468,71.49268160825652],[-121.28007793119289,71.49214128722171],[-121.27859508903549,71.49171548823475],[-121.27679666089132,71.4914380963715],[-121.27482576828483,71.49133118529001],[-121.27283924336041,71.49140326226795],[-121.27099516092474,71.49164859191072],[-121.26944027209403,71.49204765208586],[-121.268298334713,71.4925686859797],[-121.2676602657616,71.49317022732644],[-121.2675768985136,71.49380439861652],[-121.26805492279861,71.49442072052902],[-121.26905633570472,71.49497012986207],[-121.27050145168276,71.49540888620454],[-121.27227523711,71.49570205599076],[-121.27423646770845,71.49582629588447],[-121.27462931511846,71.49582975381877]]]}"
16_16,-0.2678507733766233,16,-0.34910892255320464,-0.08125814917658136,"{""type"":""Polygon"",""coordinates"":[[[-121.47381988573953,71.40963497736946],[-121.47579094322053,71.4095454284088],[-121.47760505316309,71.40928391200603],[-121.47911777708666,71.4088712512692],[-121.48020869389855,71.40834030241706],[-121.48079098798998,71.40773333679458],[-121.48081835308383,71.4070986736346],[-121.48028866437538,71.40648683235905],[-121.47924413098428,71.40594651116044],[-121.47776792179002,71.405520711991],[-121.47597753769848,71.4052433199836],[-121.47401546024192,71.40513640884122],[-121.47203782035861,71.40520848586054],[-121.47020198610154,71.40545381563403],[-121.46865405238857,71.40585287598847],[-121.46751722354374,71.40637391005424],[-121.46688200973068,71.4069754515119],[-121.46679901654895,71.40760962281726],[-121.46727490354544,71.40822594464463],[-121.46827183748555,71.4087753538187],[-121.46971048909201,71.40921410997794],[-121.4714763393285,71.40950727961389],[-121.47342879585004,71.4096315194372],[-121.47381988573953,71.40963497736946]]]}"
17_17,-0.38295542008088396,17,-0.1553555992480138,0.22759982083287017,"{""type"":""Polygon"",""coordinates"":[[[-121.45090468876035,71.72196011254188],[-121.45290824661382,71.72187056339334],[-121.4547522680948,71.72160904648564],[-121.4562899325233,71.72119638508443],[-121.45739883325221,71.7206654356158],[-121.4579907239038,71.72005846961716],[-121.45801853587217,71.71942380643871],[-121.45748011065899,71.71881196550808],[-121.45641835442174,71.71827164491015],[-121.45491780782176,71.71784584640972],[-121.45309790883465,71.7175684549309],[-121.45110348721776,71.71746154401177],[-121.44909324673351,71.71753362087937],[-121.44722714861376,71.71777895017352],[-121.44565369546311,71.71817800987053],[-121.4444981225593,71.71869904330588],[-121.44385243274566,71.71930058435683],[-121.4437680670068,71.71993475560618],[-121.44425179601687,71.7205510777457],[-121.44526516398106,71.72110048750272],[-121.4467275344106,71.7215392443338],[-121.44852250016791,71.72183241452073],[-121.45050715023538,71.72195665460221],[-121.45090468876035,71.72196011254188]]]}"
18_18,-9.771097391342465,18,-3.9599270076821433,5.811170383660322,"{""type"":""Polygon"",""coordinates"":[[[-121.61485162913968,71.58753304883481],[-121.61684106088728,71.58744349976789],[-121.61867208148824,71.58718198307955],[-121.62019890567458,71.58676932196695],[-121.62129998980916,71.58623837276615],[-121.62188770938728,71.5856314069309],[-121.62191532714046,71.58499674376048],[-121.62138069921006,71.58438490268001],[-121.62032642878603,71.58384458182113],[-121.61883646029068,71.58341878303006],[-121.61702938976451,71.58314139132162],[-121.61504902632612,71.58303448030551],[-121.61305295548028,71.58310655723902],[-121.61120001135413,71.58335188674141],[-121.60963765006937,71.58375094672401],[-121.60849022416308,71.58427198043324],[-121.60784908769261,71.58487352166087],[-121.6077653185435,71.58550769293456],[-121.60824563908409,71.58612401493846],[-121.60925186410712,71.58667342444225],[-121.6107039252929,71.58711218098145],[-121.61248623615586,71.58740535092903],[-121.61445689347835,71.58752959089836],[-121.61485162913968,71.58753304883481]]]}"
19_19,3.9389693684754428,19,3.7880626077243753,-0.15090676075106746,"{""type"":""Polygon"",""coordinates"":[[[-120.87862409962898,71.74981871798616],[-120.88063061148841,71.74972916882056],[-120.88247735167099,71.74946765186702],[-120.88401728297436,71.74905499040545],[-120.88512781828149,71.74852404088087],[-120.88572058117109,71.74791707484806],[-120.88574843374992,71.74728241166794],[-120.88520921445925,71.74667057076863],[-120.88414589281294,71.74613025022525],[-120.88264313415625,71.74570445178554],[-120.88082055252718,71.74542706035473],[-120.87882319111507,71.74532014945588],[-120.87680998752761,71.7453922263097],[-120.87494113869191,71.74563755556032],[-120.87336536604883,71.74603661519762],[-120.8722080894717,71.74655764857573],[-120.87156144747601,71.74715918958977],[-120.87147695697725,71.74779336083402],[-120.87196139875199,71.7484096830019],[-120.872976260422,71.74895909281184],[-120.87444078668551,71.74939784970391],[-120.87623839879281,71.7496910199409],[-120.87822597497814,71.7498152600458],[-120.87862409962898,71.74981871798616]]]}"
20_20,3.8803621723074597,20,4.040280447377364,0.15991827506990397,"{""type"":""Polygon"",""coordinates"":[[[-120.89704805174365,71.76326329321901],[-120.89905599249613,71.76317374404516],[-120.9009040477517,71.76291222706945],[-120.90244507557317,71.76249956557872],[-120.90355640154775,71.76196861602705],[-120.90414958635034,71.76136164997773],[-120.90417745857265,71.7607269867968],[-120.90363785517563,71.76011514591262],[-120.90257377631958,71.75957482539563],[-120.90106994766117,71.75914902698531],[-120.89924606840214,71.7588716355777],[-120.89724728497164,71.75876472468865],[-120.89523264809141,71.75883680153582],[-120.89336246869745,71.75908213076539],[-120.8917855740846,71.7594811903738],[-120.89062747341744,71.76000222372423],[-120.88998037083816,71.76060376472041],[-120.8898958199909,71.7612379359622],[-120.89038060653927,71.76185425814379],[-120.89139619073482,71.76240366797934],[-120.89286175980436,71.76284242490091],[-120.89466065198721,71.76313559516208],[-120.89664964357569,71.76325983527833],[-120.89704805174365,71.76326329321901]]]}"
