system:index,area_m2,control,count,label,mean,net_change,.geo
0000000000000000002f_0000000000000000002f,11781.0,1.9309481003088902,13,-262985142518195,1.527919182121245,-0.4030289181876452,"{""type"":""Polygon"",""coordinates"":[[[-119.64643442885026,72.54540930532778],[-119.64469561046117,72.54526666164415],[-119.64445457588941,72.54552529920888],[-119.64184603808796,72.5453112021174],[-119.64160533121304,72.54557429915128],[-119.64073574652132,72.54550293627373],[-119.64049504932133,72.54576160580201],[-119.64571648329594,72.54619413803665],[-119.64643442885026,72.54540930532778]]]}"
00000000000000000034_00000000000000000034,11777.0,1.0627625767592788,13,-263977279963599,0.8535818995619593,-0.20918067719731948,"{""type"":""MultiPolygon"",""coordinates"":[[[[-119.67517771684376,72.48319595123607],[-119.67604286594327,72.48326729164889],[-119.67627930085325,72.48300864034698],[-119.67541416136991,72.48293730100463],[-119.67517771684376,72.48319595123607]]],[[[-119.67517771684376,72.48319595123607],[-119.67430819848185,72.48312461855573],[-119.6747854949596,72.4826028812066],[-119.67391600466017,72.48253154617497],[-119.67367953023307,72.48279462107831],[-119.6728144162953,72.4827232682778],[-119.67233745600007,72.48324503759652],[-119.67146795343047,72.48317369029634],[-119.67123169488173,72.48343229664403],[-119.67210120712008,72.4835036450192],[-119.67162380257011,72.48402980134907],[-119.6724889651054,72.48410115953726],[-119.67296596203538,72.48357496396928],[-119.67470078519437,72.4837221526936],[-119.67517771684376,72.48319595123607]]]]}"
00000000000000000045_00000000000000000045,11772.0,1.885834512178464,13,-265673792045195,2.042741915395303,0.15690740321683894,"{""type"":""MultiPolygon"",""coordinates"":[[[[-120.04737000998944,72.40280284859296],[-120.05082596843513,72.40308375759612],[-120.05128946460593,72.4025620209778],[-120.04955960278511,72.40241937590291],[-120.04932756070522,72.4026824569148],[-120.04760190966795,72.40254423554725],[-120.04737000998944,72.40280284859296]]],[[[-120.04737000998944,72.40280284859296],[-120.0465051564069,72.40273593438023],[-120.04627324087609,72.40299454599896],[-120.04454299961883,72.4028563544666],[-120.04408369508427,72.40337805250994],[-120.04667892550691,72.40358759173618],[-120.04737000998944,72.40280284859296]]]]}"
0000000000000000000a_0000000000000000000a,12704.0,0.4095331900292514,14,-258887743717645,-0.7396438690280961,-1.1491770590573476,"{""type"":""Polygon"",""coordinates"":[[[-119.56102918334474,72.80618200524394],[-119.56014633787484,72.8061106493962],[-119.5603871885349,72.80584757462476],[-119.55862130303677,72.80570489003684],[-119.55813539946314,72.80622658207044],[-119.55725232902586,72.80615525004806],[-119.55676192989321,72.80667694811387],[-119.55587900060858,72.8066056852275],[-119.55563377547094,72.80686422524772],[-119.55740393338637,72.80700696797437],[-119.55764477899885,72.806748321029],[-119.55941074523145,72.80689101444308],[-119.5596557712324,72.80663239363132],[-119.5605388783695,72.80670371301834],[-119.56102918334474,72.80618200524394]]]}"
00000000000000000015_00000000000000000015,12703.0,1.420182946411302,14,-260137579200116,1.6772968329881364,0.2571138865768343,"{""type"":""MultiPolygon"",""coordinates"":[[[[-120.21882247979434,72.77735843396461],[-120.21858613999078,72.77762152403787],[-120.21947371421032,72.77768838397941],[-120.21970543828164,72.777425244405],[-120.21882247979434,72.77735843396461]]],[[[-120.21752046169196,72.77669402338908],[-120.216633184113,72.7766271131925],[-120.21616926559852,72.77714881169888],[-120.21705221073852,72.7772201735876],[-120.21752046169196,72.77669402338908]]],[[[-120.21616926559852,72.77714881169888],[-120.21528197585918,72.77708189475564],[-120.21505010347863,72.77734060632986],[-120.21593289500488,72.77741189855244],[-120.21616926559852,72.77714881169888]]],[[[-120.21505010347863,72.77734060632986],[-120.21416726208525,72.77727365693568],[-120.21393086440733,72.77753674124742],[-120.21481816631051,72.7776036649366],[-120.21505010347863,72.77734060632986]]],[[[-120.21882247979434,72.77735843396461],[-120.21975436595436,72.77631049781445],[-120.21887144434,72.7762391493496],[-120.21863512038809,72.77650223992696],[-120.21775219726347,72.77643088579767],[-120.21752046169196,72.77669402338908],[-120.2184033950717,72.77676537856537],[-120.21793530750631,72.77728706855848],[-120.21882247979434,72.77735843396461]]],[[[-120.21393086440733,72.77753674124742],[-120.21304807988159,72.77746543877228],[-120.2123478725121,72.77825470800639],[-120.21323083177923,72.77832155132613],[-120.21346724901677,72.77805846819682],[-120.21435021768305,72.778129843508],[-120.21458201270934,72.77786671035018],[-120.21369905429859,72.77779533608624],[-120.21393086440733,72.77753674124742]]]]}"
00000000000000000020_00000000000000000020,12697.0,1.8262309560269265,14,-261529148604007,1.3551928923610566,-0.47103806366587,"{""type"":""MultiPolygon"",""coordinates"":[[[[-120.30257790165584,72.69453061830052],[-120.30235027848711,72.69478922532376],[-120.30322898758531,72.69486057717889],[-120.30346076009633,72.69459744176051],[-120.30257790165584,72.69453061830052]]],[[[-120.30257790165584,72.69453061830052],[-120.30280967800122,72.69426748355501],[-120.30193139168983,72.69419616478149],[-120.302390546904,72.69367446328027],[-120.30327352117594,72.69374136344578],[-120.30350515747445,72.69348269046039],[-120.30438369763587,72.69354961387194],[-120.30461559301865,72.69328655180796],[-120.30285423000818,72.69314826848385],[-120.30262231423161,72.69341132844045],[-120.30174394562523,72.69334447114169],[-120.3015121344467,72.69360306674986],[-120.29975081478221,72.69346928988095],[-120.29928692735002,72.69399105360428],[-120.30017001457225,72.69406239289344],[-120.29993793518432,72.69432102599565],[-120.30257790165584,72.69453061830052]]]]}"
00000000000000000025_00000000000000000025,12694.0,2.0127315539013977,14,-261924285595640,1.9923541933253504,-0.020377360576047332,"{""type"":""MultiPolygon"",""coordinates"":[[[[-119.97026767057393,72.6421718110698],[-119.9707359815613,72.64165010978581],[-119.96898355555511,72.64151190685709],[-119.96851520458885,72.64203360389278],[-119.97026767057393,72.6421718110698]]],[[[-119.97026767057393,72.6421718110698],[-119.97003151547597,72.64243490165147],[-119.96915757373682,72.64236355731984],[-119.96868483189067,72.64288969881494],[-119.96956316589177,72.64295660061416],[-119.96932699132928,72.64321969002518],[-119.96844836376806,72.64314840188086],[-119.96821217259783,72.64341148982606],[-119.96909057127813,72.64348281827812],[-119.96885418603972,72.64374140681596],[-119.9697327563487,72.643812807355],[-119.96996897862094,72.6435541421518],[-119.97084293253613,72.64362105715362],[-119.97107929160092,72.64336246607706],[-119.9702009715729,72.64329103300834],[-119.97114176397898,72.64224322538922],[-119.97026767057393,72.6421718110698]]]]}"
00000000000000000038_00000000000000000038,12680.0,1.5423386006886495,14,-264531330744910,1.6326513394976565,0.09031273880900703,"{""type"":""Polygon"",""coordinates"":[[[-119.59519039869892,72.44119121497748],[-119.59432534175087,72.44111989963983],[-119.59480254609782,72.44059818894375],[-119.592207368189,72.44037971960476],[-119.59173034289935,72.44090138510117],[-119.59259534030635,72.44097714081666],[-119.59211822148441,72.44149892160628],[-119.59298328075859,72.44157024808298],[-119.59274692206887,72.44182892051322],[-119.59447705187995,72.44197598905356],[-119.59519039869892,72.44119121497748]]]}"
0000000000000000003c_0000000000000000003c,12678.0,0.3313707129507627,14,-264874928128711,-0.8373139997356858,-1.1686847126864484,"{""type"":""MultiPolygon"",""coordinates"":[[[[-119.50756905542195,72.41196630917796],[-119.50828710135579,72.4111859177856],[-119.50742189547927,72.41111456254635],[-119.50766290711879,72.41085151611759],[-119.50680207921309,72.41078014974157],[-119.50632046820324,72.41130185020073],[-119.5071856751336,72.41137321100885],[-119.50670405739811,72.41189491208615],[-119.50756905542195,72.41196630917796]]],[[[-119.50756905542195,72.41196630917796],[-119.50732841359054,72.41222939260892],[-119.50646776585265,72.4121579866916],[-119.50574985043845,72.41293833157042],[-119.50661052685778,72.41300974073594],[-119.50685113621627,72.41275108577253],[-119.50771640850304,72.4128224430469],[-119.50747542251693,72.41308106162829],[-119.50833606423339,72.41315688916173],[-119.50905418180612,72.41237206864722],[-119.50819328040946,72.41230071023688],[-119.50842978919354,72.4120375949067],[-119.50756905542195,72.41196630917796]]]]}"
0000000000000000004f_0000000000000000004f,12674.0,1.5796445795965204,14,-266451181125942,0.8283900639057841,-0.7512545156907363,"{""type"":""Polygon"",""coordinates"":[[[-119.94293786269498,72.34416116616454],[-119.94121657978413,72.34401847623504],[-119.9414486530641,72.34375540002596],[-119.94058791938276,72.34368855327726],[-119.9408198452993,72.34342540207689],[-119.93995931936821,72.34335408588952],[-119.93972723294839,72.34361716035913],[-119.93886670569233,72.34354583865108],[-119.93863498945318,72.34380894819856],[-119.9394954811601,72.34387584411158],[-119.93926361756701,72.3441388786651],[-119.94012432320137,72.34421027369035],[-119.93966055124636,72.3447319169554],[-119.94224219312838,72.34494154254125],[-119.94293786269498,72.34416116616454]]]}"
