system:index,control,label,mean,net_change,.geo
0_0,-0.46375089975275835,0,-0.14578184458428833,0.31796905516847,"{""type"":""Polygon"",""coordinates"":[[[-132.31726979040553,68.65532680179419],[-132.31899619737308,68.65523725426048],[-132.32058514362495,68.65497574169316],[-132.3219101224054,68.65456308600305],[-132.3228656591691,68.6540321418337],[-132.32337570929852,68.65342517906865],[-132.3233997062244,68.65279051604918],[-132.32293578009234,68.65217867215355],[-132.32202089402654,68.65163834639213],[-132.32072789106914,68.6512125421409],[-132.31915969022631,68.6509351461183],[-132.3174410953748,68.65082823327998],[-132.31570886864625,68.65090031145172],[-132.31410085602246,68.65114564486647],[-132.3127450270447,68.65154471021502],[-132.31174929725702,68.65206574906954],[-132.31119294076524,68.65266729361633],[-132.31112027564853,68.65330146534713],[-132.31153712622537,68.65391778480318],[-132.31241034690123,68.6544671895491],[-132.313670449411,68.65490594060523],[-132.31521712780824,68.65519910605587],[-132.31692724337356,68.65532334391811],[-132.31726979040553,68.65532680179419]]]}"
1_1,0.6127381733835919,1,0.1948076260223977,-0.4179305473611942,"{""type"":""Polygon"",""coordinates"":[[[-131.64482992215127,68.6911787824496],[-131.64655909826604,68.69108923489958],[-131.6481505931072,68.69082772228846],[-131.64947769695928,68.6904150665407],[-131.6504347660997,68.68988412231784],[-131.65094563398938,68.68927715952016],[-131.65096966908095,68.68864249649907],[-131.6505049986212,68.68803065263339],[-131.64958864510234,68.68749032692406],[-131.64829356843842,68.6870645227309],[-131.64672285268864,68.68678712675417],[-131.6450015018303,68.68668021393523],[-131.6432664972419,68.6867522920938],[-131.64165590588715,68.68699762546696],[-131.64029790247665,68.68739669075843],[-131.6393005756101,68.68791772955825],[-131.6387433265693,68.68851927406976],[-131.6386705445911,68.6891534457957],[-131.63908806343508,68.68976976527885],[-131.63996268443603,68.69031917007534],[-131.64122480793236,68.69075792118977],[-131.64277396710105,68.69105108668823],[-131.64448682567334,68.69117532457287],[-131.64482992215127,68.6911787824496]]]}"
2_2,0.6979270151423136,2,0.7825183606811184,0.08459134553880476,"{""type"":""Polygon"",""coordinates"":[[[-132.21071959453965,68.7714360099601],[-132.21245500437652,68.7713464623734],[-132.21405223643347,68.77108494966367],[-132.215384124105,68.77067229378619],[-132.21634464282783,68.77014134944295],[-132.21685735160185,68.7695343865718],[-132.21688147260593,68.76889972354711],[-132.21641512656248,68.76828787974877],[-132.2154954696101,68.76774755415676],[-132.21419572475727,68.76732175009423],[-132.21261934761955,68.76704435422072],[-132.21089179262657,68.76693744144536],[-132.20915053470944,68.76700951957432],[-132.20753413829058,68.76725485285387],[-132.20617123994344,68.76765391801696],[-132.20517031783876,68.76817495669367],[-132.2046110595485,68.76877650112577],[-132.2045380144962,68.76941067284078],[-132.2049570376953,68.7700269923849],[-132.20583481101252,68.77057639729523],[-132.2071014840187,68.77101514854083],[-132.20865622773587,68.77130831414688],[-132.210375261185,68.77143255208192],[-132.21071959453965,68.7714360099601]]]}"
3_3,3.799601766580031,3,1.4465307708339359,-2.353070995746095,"{""type"":""Polygon"",""coordinates"":[[[-131.70689129625944,68.74699102288186],[-131.7086248022954,68.74690147530634],[-131.7102202821863,68.74663996262673],[-131.71155070886257,68.74622730678885],[-131.71251017407118,68.74569636248238],[-131.71302232063314,68.74508939963366],[-131.7130464153997,68.74445473661008],[-131.71258058108583,68.74384289279118],[-131.71166193301377,68.74330256716333],[-131.71036361384205,68.74287676306092],[-131.70878896571162,68.74259936715589],[-131.7070633054825,68.74249245436722],[-131.70532395735324,68.74256453250523],[-131.70370933382085,68.74280986581336],[-131.7023479304043,68.74320893101566],[-131.70134810629804,68.74372996972997],[-131.70078946164,68.7443315141863],[-131.70071649693193,68.74496568590465],[-131.7011350606962,68.74558200543015],[-131.7020118712853,68.74613141030572],[-131.7032771548553,68.74657016151126],[-131.7048301930316,68.74686332708447],[-131.70654734065135,68.7469875650041],[-131.70689129625944,68.74699102288186]]]}"
4_4,0.394063074731813,4,0.39569587342758594,0.0016327986957729301,"{""type"":""Polygon"",""coordinates"":[[[-132.30895565028638,68.8025145643932],[-132.31069348705685,68.80242501679224],[-132.3122929527456,68.80216350404415],[-132.31362670286896,68.80175084811616],[-132.3145885645936,68.80121990372608],[-132.31510199006547,68.80061294082634],[-132.31512614451594,68.79997827780024],[-132.31465914612787,68.79936643402812],[-132.31373820307172,68.79882610848175],[-132.312436640785,68.79840030447005],[-132.3108580595387,68.79812290863671],[-132.30912808913368,68.79801599587833],[-132.30738439665217,68.79808807399574],[-132.30576574018838,68.79833340723887],[-132.30440093612935,68.798732472352],[-132.3033986143148,68.7992535109808],[-132.30283857377617,68.79985505538201],[-132.30276542630168,68.80048922709275],[-132.30318503517995,68.8011055466606],[-132.30406403576623,68.80165495161522],[-132.30533248000197,68.8020937029119],[-132.30688939791392,68.80238686855981],[-132.30861083538676,68.80251110651446],[-132.30895565028638,68.8025145643932]]]}"
5_5,0.9932214437611537,5,1.0167163377763013,0.023494894015147594,"{""type"":""Polygon"",""coordinates"":[[[-132.2557963823363,68.811037790725],[-132.25753488596402,68.8109482431201],[-132.2591349653958,68.81068673036147],[-132.26046922727164,68.81027407441962],[-132.2614314580176,68.80974313001667],[-132.2619450804189,68.80913616710907],[-132.2619692440595,68.8085015040826],[-132.26150206642427,68.80788966031767],[-132.26058076998078,68.80734933478384],[-132.2592787083113,68.80692353078611],[-132.2576995214344,68.8066461349638],[-132.25596888733818,68.80653922221009],[-132.2542245259029,68.80661130032433],[-132.2526052484387,68.80685663355746],[-132.2512399207405,68.80725569865686],[-132.25023721432262,68.8077767372725],[-132.24967695884274,68.80837828166521],[-132.24960378322527,68.80901245337478],[-132.25002355303252,68.80962877294915],[-132.2509028908398,68.81017817791594],[-132.25217182176257,68.81061692922663],[-132.2537293370858,68.81091009488605],[-132.25545143512085,68.8110343328461],[-132.2557963823363,68.811037790725]]]}"
6_6,0.9173827135060721,6,0.44468833047502926,-0.4726943830310429,"{""type"":""Polygon"",""coordinates"":[[[-132.23250382822565,68.7678603817499],[-132.2342389593081,68.76777083416484],[-132.23583593481303,68.76750932145953],[-132.23716760856573,68.76709666558783],[-132.2381279730331,68.76656572124998],[-132.23864059948812,68.76595875838211],[-132.23866471665053,68.76532409535757],[-132.23819844553452,68.76471225155623],[-132.23727893630232,68.76417192595896],[-132.23597940019755,68.76374612189059],[-132.234403276221,68.76346872601246],[-132.23267599865915,68.76336181323516],[-132.23093502037295,68.76343389136545],[-132.22931888354,68.76367922464918],[-132.22795620408044,68.76407828981802],[-132.2269554427446,68.76459932850024],[-132.2263962743024,68.76520087293589],[-132.22632324101406,68.76583504465137],[-132.2267421969428,68.76645136419278],[-132.22761982929745,68.767000769098],[-132.2288862988625,68.76743952033775],[-132.23044079285452,68.767732685939],[-132.23215955018063,68.76785692387176],[-132.23250382822565,68.7678603817499]]]}"
7_7,-0.45230781757677996,7,-0.8834737782972277,-0.43116596072044777,"{""type"":""Polygon"",""coordinates"":[[[-131.71730727158265,68.7066113537652],[-131.71903764262913,68.70652180620816],[-131.7206302372276,68.70626029357813],[-131.72195825808217,68.70584763780548],[-131.7229159884676,68.70531669355955],[-131.72342720923373,68.70470973074778],[-131.72345126079406,68.704075067726],[-131.7229862691447,68.70346322387323],[-131.72206928239623,68.7029228981864],[-131.72077331089474,68.70249709401828],[-131.71920150992247,68.70221969806134],[-131.71747896980332,68.70211278525076],[-131.71574276652413,68.70218486340366],[-131.71413106240578,68.70243019675887],[-131.71277212069276,68.70282926202572],[-131.711774104661,68.70335030080194],[-131.71121647047073,68.70395184529822],[-131.71114363806464,68.70458601702205],[-131.71156144527635,68.7052023365169],[-131.71243667053986,68.70575174133523],[-131.7136996661243,68.70619049247479],[-131.7152498957858,68.70648365799389],[-131.71696393800988,68.70660789588818],[-131.71730727158265,68.7066113537652]]]}"
8_8,0.7629477965522964,8,0.900196244636804,0.13724844808450765,"{""type"":""Polygon"",""coordinates"":[[[-131.7059294281001,68.8081370739244],[-131.70766770471397,68.80804752632085],[-131.7092675752132,68.80778601356579],[-131.7106016628765,68.80737335762866],[-131.71156376799897,68.8068424132301],[-131.7120773233609,68.80623545032518],[-131.71210148387294,68.80560078729881],[-131.71163436725766,68.80498894353144],[-131.7107131911155,68.80444861799336],[-131.70941129944762,68.80402281399085],[-131.70783231874157,68.80374541816481],[-131.7061019105814,68.80363850540951],[-131.70435777687365,68.80371058352483],[-131.70273871081255,68.80395591676135],[-131.7013735613734,68.80435498186543],[-131.70037098588352,68.80487602048557],[-131.6998108035747,68.80547756488114],[-131.69973763753777,68.80611173659112],[-131.700157352561,68.80672805616327],[-131.70103657557036,68.80727746112592],[-131.70230534081347,68.80771621243184],[-131.70386265276386,68.80800937808733],[-131.70558452592803,68.80813361604555],[-131.7059294281001,68.8081370739244]]]}"
9_9,-1.038683428098537,9,-1.1205480431188202,-0.08186461502028308,"{""type"":""Polygon"",""coordinates"":[[[-132.0514835086145,68.78772605546826],[-132.0532201896362,68.78763650787408],[-132.05481859162992,68.78737499514426],[-132.0561514548208,68.7869623392403],[-132.0571126769843,68.78643139487255],[-132.05762576115205,68.78582443198643],[-132.05764989967483,68.78518976896098],[-132.0571832119449,68.7845779251764],[-132.05626288135412,68.78403759960827],[-132.05496218456153,68.78361179557237],[-132.05338465295068,68.7833343997199],[-132.05165583280746,68.78322748695345],[-132.0499132997084,68.78329956507636],[-132.04829571951794,68.78354489833681],[-132.04693182299258,68.78394396347375],[-132.04593016774461,68.78446500212537],[-132.04537049972657,68.78506654654127],[-132.04529740102743,68.78570071825405],[-132.04571673099503,68.7863170378106],[-132.04659514713413,68.78686644274414],[-132.04786274787904,68.78730519401648],[-132.04941863040094,68.78759835964446],[-132.0511389230351,68.78772259758978],[-132.0514835086145,68.78772605546826]]]}"
