system:index,area_m2,control,count,label,mean,net_change,.geo
00000000000000000084_00000000000000000084,16216.0,-0.3290175616723054,2,-94025424049325,-0.5547705306337173,-0.2257529689614119,"{""type"":""Polygon"",""coordinates"":[[[-121.4104636904705,71.44525098513128],[-121.40799327219437,71.44505925392365],[-121.40679379605349,71.44663332625686],[-121.40926870880563,71.44682509334761],[-121.4104636904705,71.44525098513128]]]}"
00000000000000000082_00000000000000000082,16217.0,0.09534864589093187,2,-93956704572585,1.6702284848958617,1.57487983900493,"{""type"":""MultiPolygon"",""coordinates"":[[[[-121.41019186449046,71.45939526479305],[-121.40959419570918,71.46018456526724],[-121.4120689975065,71.46037178639686],[-121.41266651131136,71.45958698639774],[-121.41019186449046,71.45939526479305]]],[[[-121.41019186449046,71.45939526479305],[-121.41079374816955,71.45861049001063],[-121.40831887012594,71.45841870476065],[-121.40771705638939,71.4592035455952],[-121.41019186449046,71.45939526479305]]]]}"
00000000000000000078_00000000000000000078,16219.0,3.37210912795883,2,-93707596469517,4.255689232332561,0.8835801043737304,"{""type"":""MultiPolygon"",""coordinates"":[[[[-121.12762301409033,71.4858109629245],[-121.12701202024826,71.48659576952045],[-121.12948688377895,71.48679195090327],[-121.13009794681861,71.4860072105269],[-121.12762301409033,71.4858109629245]]],[[[-121.12762301409033,71.4858109629245],[-121.12823396068676,71.48502615396765],[-121.12575909792194,71.48482999158756],[-121.12514807072515,71.48561479207935],[-121.12762301409033,71.4858109629245]]]]}"
00000000000000000077_00000000000000000077,16222.0,-0.5182455142259202,2,-93707596469386,-0.25593425566654315,0.2623112585593771,"{""type"":""Polygon"",""coordinates"":[[[-121.45292770898403,71.51017550841122],[-121.45044400462736,71.50998821752394],[-121.44924903386922,71.51156230686819],[-121.45173268408597,71.51175404850682],[-121.45292770898403,71.51017550841122]]]}"
0000000000000000006f_0000000000000000006f,16223.0,1.5788753146707941,2,-93561567581356,0.9459295334608943,-0.6329457812098999,"{""type"":""MultiPolygon"",""coordinates"":[[[[-121.34748780176567,71.53126261902203],[-121.34688589514036,71.53205183248492],[-121.3493696369672,71.53224362094957],[-121.34997168602973,71.5314543580741],[-121.34748780176567,71.53126261902203]]],[[[-121.34748780176567,71.53126261902203],[-121.3480898858138,71.53047336216882],[-121.34560628108079,71.53028606013896],[-121.34500413123068,71.53107091555553],[-121.34748780176567,71.53126261902203]]]]}"
0000000000000000007f_0000000000000000007f,16223.0,0.2564012222139687,2,-93836445488072,0.07168136452728845,-0.18471985768668026,"{""type"":""Polygon"",""coordinates"":[[[-121.95521423076615,71.52285720922134],[-121.95023341776303,71.52249155911791],[-121.9496581769931,71.52328082735852],[-121.95463464696914,71.5236464153053],[-121.95521423076615,71.52285720922134]]]}"
00000000000000000071_00000000000000000071,16224.0,-0.4400267328784541,2,-93574452483216,-3.572283216523266,-3.132256483644812,"{""type"":""Polygon"",""coordinates"":[[[-121.42194155902278,71.53364375001935],[-121.41696954303033,71.53326478947788],[-121.41636763570516,71.5340495702416],[-121.42133936571952,71.53443302277233],[-121.42194155902278,71.53364375001935]]]}"
0000000000000000007c_0000000000000000007c,16224.0,-0.49674709703631353,2,-93797790782348,-1.8754846211990752,-1.3787375241627617,"{""type"":""MultiPolygon"",""coordinates"":[[[[-122.09700486675865,71.54069810200895],[-122.09949757336771,71.5408764506868],[-122.10006812327406,71.54008720038503],[-122.09757572342023,71.53990881754538],[-122.09700486675865,71.54069810200895]]],[[[-122.09700486675865,71.54069810200895],[-122.09451214966575,71.54051520705299],[-122.09394154276606,71.541304513089],[-122.09643418902411,71.54148734225558],[-122.09700486675865,71.54069810200895]]]]}"
00000000000000000080_00000000000000000080,16224.0,-0.16813961310666778,2,-93845035422598,-1.929377548375081,-1.7612379352684133,"{""type"":""Polygon"",""coordinates"":[[[-122.11823444161152,71.53309081870916],[-122.11574211750353,71.53291248990324],[-122.1146004190291,71.53449097828816],[-122.1170929838452,71.53467383008228],[-122.11823444161152,71.53309081870916]]]}"
00000000000000000064_00000000000000000064,16226.0,3.214447575052471,2,-93265214838075,1.9680655070061448,-1.246382068046326,"{""type"":""Polygon"",""coordinates"":[[[-120.95320091801993,71.55721905451115],[-120.94823788311773,71.55682220108424],[-120.94761369214066,71.5576114502125],[-120.9525810381922,71.5580038089252],[-120.95320091801993,71.55721905451115]]]}"
0000000000000000007a_0000000000000000007a,16226.0,-0.2355778959856033,2,-93716186403717,-0.2700058859685542,-0.03442798998295088,"{""type"":""Polygon"",""coordinates"":[[[-122.10610581326402,71.55715218572836],[-122.10111615091694,71.55679092535611],[-122.10054527899197,71.55758024671496],[-122.10553517761639,71.55794140713716],[-122.10610581326402,71.55715218572836]]]}"
00000000000000000073_00000000000000000073,16227.0,-0.5990718079159787,2,-93630287057811,-0.6169984916871867,-0.017926683771207985,"{""type"":""Polygon"",""coordinates"":[[[-122.05722072768373,71.5702307323393],[-122.0547236291378,71.57004785229651],[-122.05357757575786,71.57162641637342],[-122.05607468708453,71.5718092385929],[-122.05722072768373,71.5702307323393]]]}"
